	1087_trimmed	1088_trimmed	1089_trimmed	1090_trimmed	1091_trimmed	1092_trimmed	1096_trimmed	1097_trimmed	1098_trimmed	1099_trimmed	1100_trimmed	2263_trimmed	2264_trimmed	2265_trimmed	2266_trimmed	2267_trimmed	2268_trimmed	2382_trimmed	2383_trimmed	2384_trimmed	
Acropora_003427	0	0	714	694	484	702	571	0	0	22	0	842	0	665	918	1343	748	471	0	85	
Acropora_003428	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
Acropora_003431	0	0	0	11	1	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
Acropora_003432	0	0	476	321	692	320	429	16	2	119	0	269	0	405	659	501	511	83	0	176	
Acropora_003435	4	0	2837	3535	1945	1636	3023	308	14	988	0	1954	0	4337	2806	2766	3204	1283	12	1244	
Acropora_003436	0	0	1072	963	809	642	924	45	1	317	0	936	0	598	806	869	488	372	0	271	
Acropora_003437	0	0	1372	1125	965	719	758	3	2	144	0	1902	0	1300	1668	2567	2463	908	0	357	
Acropora_003438	5	0	2463	2073	1264	1401	978	71	44	571	0	3390	0	2519	3075	4383	3258	1833	23	847	
Acropora_003439	0	0	0	0	12	14	6	0	0	0	0	0	0	0	24	12	0	11	0	0	
Acropora_003440	0	0	11	14	0	1	0	0	0	0	0	0	0	0	44	0	0	0	0	8	
Acropora_003441	1	0	271	329	317	225	216	1	16	47	0	716	0	724	734	552	544	321	0	259	
Acropora_003442	0	0	119	144	83	114	146	290	0	17	0	2	0	80	130	22	119	26	1	44	
Acropora_003443	0	0	37	17	9	28	33	0	0	19	0	13	0	0	7	69	14	4	0	0	
Acropora_003444	2	0	1573	1224	743	621	749	20	0	637	0	899	0	743	793	1462	1793	597	1	467	
Acropora_003446	0	0	1579	1396	504	823	827	2	0	153	0	1008	0	1308	965	1044	1582	668	0	185	
Acropora_003447	0	0	814	174	160	235	264	0	0	83	0	515	0	361	135	433	290	199	0	63	
Acropora_003448	0	0	3	18	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	13	
Acropora_003449	0	0	52	90	131	27	32	2	0	42	0	37	0	1	22	86	0	7	0	57	
Acropora_003450	0	0	14	102	274	172	28	0	0	163	0	53	0	0	149	148	1	2	0	54	
Acropora_003451	0	0	2	17	38	44	0	0	0	1	0	0	0	0	0	0	0	8	0	23	
Acropora_003452	0	0	13	27	0	33	0	0	0	1	0	0	0	66	14	42	0	0	0	0	
Acropora_003453	0	0	18	31	42	0	69	0	0	0	0	77	0	48	112	35	0	4	0	0	
Acropora_003454	0	0	11	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003455	0	0	0	67	111	62	3	38	24	106	0	6	0	0	56	0	0	0	0	28	
Acropora_003458	0	0	210	156	89	101	69	0	0	9	0	149	0	160	121	252	125	63	0	150	
Acropora_003459	0	0	6	0	42	7	0	0	0	0	0	0	0	0	10	0	0	0	0	45	
Acropora_003460	0	0	29	22	0	27	10	0	36	0	0	0	0	0	16	12	0	0	0	0	
Acropora_003461	0	0	0	30	27	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003462	0	0	68	1109	834	197	51	1940	1601	1295	0	38	0	19	114	8	0	0	0	135	
Acropora_003463	0	0	241	286	214	79	42	0	14	59	0	36	0	0	33	0	0	3	0	26	
Acropora_003464	1	0	469	133	188	64	155	0	24	54	0	33	0	0	113	20	15	8	0	0	
Acropora_003465	1	0	1731	1243	588	320	468	5	0	11	0	558	0	784	673	856	1193	404	0	33	
Acropora_003466	0	0	228	455	501	276	199	0	110	389	0	238	0	267	560	485	246	83	0	90	
Acropora_003467	0	0	1180	503	543	274	262	5	0	167	0	639	0	842	431	443	263	347	0	180	
Acropora_003468	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003469	0	0	1	246	208	99	18	0	2	225	0	30	0	15	89	5	0	0	0	142	
Acropora_003471	0	0	0	11	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	
Acropora_003472	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Acropora_003473	5	0	92	531	982	285	145	494	123	649	0	79	0	128	285	73	18	2	0	148	
Acropora_003474	0	0	38	526	623	83	49	74	3	162	0	29	0	0	87	87	3	10	0	46	
Acropora_003475	0	0	0	99	103	24	19	31	0	0	0	0	0	5	7	0	0	0	0	0	
Acropora_003476	0	0	763	2146	1982	976	987	243	85	559	0	565	0	525	1061	856	616	194	1	281	
Acropora_003477	0	0	58	31	9	3	16	0	0	0	0	10	0	0	8	19	22	2	0	0	
Acropora_003479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	
Acropora_003480	3	0	11	38	64	31	16	0	0	23	0	34	0	42	8	2	8	0	0	0	
Acropora_003481	2	0	817	477	403	477	462	267	138	370	0	583	0	395	534	593	573	280	40	254	
Acropora_003483	0	0	0	18	0	71	0	0	0	0	0	0	0	0	36	0	0	0	0	0	
Acropora_003484	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003485	6	0	410	329	230	261	141	61	29	22	0	354	0	395	588	634	652	181	13	97	
Acropora_003486	19	0	602	575	436	251	296	126	7	306	0	380	0	185	1049	666	405	303	0	349	
Acropora_003487	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	
Acropora_003488	0	0	0	0	56	0	7	0	0	0	0	27	0	0	0	0	28	9	0	0	
Acropora_003490	0	0	76	247	288	244	289	22	9	62	0	5	0	0	93	89	29	0	0	0	
Acropora_003492	0	0	410	1411	542	326	345	12	2	192	0	553	0	977	1994	1925	1499	333	3	890	
Acropora_003493	0	0	7	31	5	53	0	0	0	0	0	0	0	0	15	17	0	13	0	12	
Acropora_003494	1	0	77	330	133	27	115	11	5	2	0	171	0	134	0	121	210	33	0	48	
Acropora_003495	0	0	9	8	0	17	51	0	0	0	0	0	0	0	9	0	0	0	0	0	
Acropora_003496	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003497	0	0	0	0	15	14	0	0	0	0	0	0	0	0	0	29	0	7	0	32	
Acropora_003498	0	0	0	0	13	8	13	0	0	2	0	0	0	0	0	0	0	0	0	0	
Acropora_003499	0	0	78	30	27	0	71	0	0	0	0	10	0	0	0	0	0	12	0	0	
Acropora_003500	0	0	50	7	1	0	94	1	0	0	0	0	0	0	0	6	0	8	0	0	
Acropora_003501	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003502	0	0	0	3	0	18	29	1	0	5	0	0	0	0	1	10	0	0	0	36	
Acropora_003504	1	0	101	21	175	26	82	0	0	46	0	116	0	65	149	176	33	78	0	63	
Acropora_003506	0	0	0	17	4	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	
Acropora_003507	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003509	0	0	89	50	22	11	197	0	0	35	0	2	0	107	58	56	133	56	0	12	
Acropora_003510	0	0	0	2	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	
Acropora_003511	0	0	4	3	0	0	5	0	0	0	0	0	0	0	23	0	0	0	0	0	
Acropora_003512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	
Acropora_003513	0	0	17	82	71	64	0	30	0	32	0	4	0	0	18	39	8	0	0	14	
Acropora_003515	0	0	3	0	0	16	0	0	0	0	0	0	0	0	58	37	0	17	0	0	
Acropora_003517	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003518	0	0	37	11	0	0	0	0	0	29	0	11	0	0	0	29	0	0	18	67	
Acropora_003519	0	0	21	5	2	0	0	0	0	98	0	0	0	0	0	4	0	0	0	0	
Acropora_003520	0	3	16	20	48	0	26	0	0	0	0	0	0	0	42	1	0	10	0	0	
Acropora_003521	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003522	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003523	12	0	23	178	167	138	83	93	9	79	0	21	1	63	106	48	28	11	0	134	
Acropora_003525	0	0	43	6	32	13	0	0	0	0	0	0	0	0	4	0	4	0	0	0	
Acropora_003531	0	0	12	27	12	35	5	0	40	44	0	0	0	0	41	2	0	0	0	75	
Acropora_003532	1	0	239	855	550	573	231	0	1	191	0	256	0	362	898	692	495	90	0	121	
Acropora_003534	0	0	0	0	47	26	0	0	0	0	0	0	0	0	33	0	0	0	0	33	
Acropora_003535	0	0	195	395	419	324	147	63	134	198	0	145	0	302	208	236	101	53	0	199	
Acropora_003536	0	0	65	70	49	12	136	33	64	135	0	10	0	0	50	3	4	6	0	58	
Acropora_003537	0	0	0	2	1	0	0	0	0	0	0	0	0	42	39	31	4	0	0	0	
Acropora_003539	21	0	5756	5112	2441	807	1802	228	175	994	0	515	0	1123	747	921	815	243	9	192	
Acropora_003541	3	0	3933	2710	1512	1609	2089	119	2	702	0	2400	0	3609	2641	3694	4760	1068	6	1460	
Acropora_003542	0	0	0	12	28	3	0	0	0	19	0	0	0	0	34	32	0	0	0	13	
Acropora_003543	0	0	0	0	3	0	0	0	0	1	0	9	0	4	0	0	0	0	0	7	
Acropora_003544	0	0	89	43	114	60	59	0	0	31	0	113	0	27	38	44	82	32	0	51	
Acropora_003545	0	0	0	0	31	0	0	0	0	7	0	0	0	0	0	15	8	0	0	0	
Acropora_003546	32	0	1911	1260	891	1102	1387	134	187	437	0	1002	0	437	1411	1209	981	487	0	419	
Acropora_003547	0	0	0	1	6	0	0	0	0	0	0	15	0	7	0	0	0	0	0	0	
Acropora_003548	0	0	0	63	1	13	0	0	20	0	0	0	0	0	0	0	9	0	0	0	
Acropora_003549	0	0	3	41	64	47	24	0	0	67	0	26	0	95	0	0	42	20	0	21	
Acropora_003550	0	0	419	269	195	143	182	0	0	66	0	388	0	598	289	515	548	319	5	292	
Acropora_003551	0	0	0	17	76	16	23	0	0	96	0	20	0	0	57	0	3	2	0	4	
Acropora_003552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	
Acropora_003553	0	0	38	8	55	42	23	0	0	0	0	27	0	0	26	0	2	0	0	0	
Acropora_003554	0	0	20	8	0	3	30	0	0	0	0	0	0	0	10	0	101	0	0	0	
Acropora_003555	0	0	63	0	57	32	20	0	43	1	0	12	0	25	5	0	0	18	0	6	
Acropora_003556	0	0	0	10	14	6	17	0	0	0	0	0	0	0	0	6	5	2	0	0	
Acropora_003557	0	0	603	401	85	128	337	0	0	0	0	220	0	430	174	345	522	48	0	0	
Acropora_003558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	31	0	
Acropora_003559	0	0	2	0	0	23	0	0	0	44	0	0	0	0	0	15	0	0	0	1	
Acropora_003560	0	0	32	41	16	68	19	0	23	0	0	4	0	37	8	7	16	0	0	29	
Acropora_003561	0	0	1	41	46	31	7	0	0	0	0	2	0	58	114	2	0	0	0	79	
Acropora_003564	0	0	100	76	131	0	41	0	0	26	0	64	0	1	55	251	230	100	0	124	
Acropora_003565	0	0	0	10	37	14	0	0	0	0	0	0	0	0	0	0	0	0	0	27	
Acropora_003566	0	0	9	123	92	107	23	37	3	70	0	18	0	25	189	25	49	4	0	122	
Acropora_003567	10	0	12	91	62	99	27	0	0	36	0	30	0	0	158	64	68	40	0	94	
Acropora_003568	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Acropora_003569	0	0	0	32	143	24	18	0	0	5	0	35	0	0	123	38	6	10	0	11	
Acropora_003570	3	0	980	1328	1257	1116	674	353	145	991	0	1071	0	809	1122	1174	847	498	0	491	
Acropora_003571	0	0	56	17	39	44	17	0	0	0	0	14	0	11	3	2	0	0	0	0	
Acropora_003572	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	59	
Acropora_003573	1	0	36	37	62	46	38	0	6	43	0	25	0	19	26	9	0	4	0	33	
Acropora_003574	0	0	757	513	267	172	394	37	0	223	0	402	0	315	252	887	677	408	0	251	
Acropora_003575	0	0	80	1147	894	680	244	407	486	1025	0	105	0	147	818	425	18	7	0	816	
Acropora_003576	1	0	1882	1794	1887	1281	1037	331	185	592	0	776	0	1100	802	1009	1032	538	0	454	
Acropora_003577	0	0	0	178	337	338	34	267	389	113	0	62	0	15	199	50	1	0	0	172	
Acropora_003578	83	0	15	154	193	158	78	0	0	218	0	54	0	0	223	59	20	0	0	78	
Acropora_003580	0	0	17	125	180	65	24	12	0	59	0	17	0	0	68	7	0	12	0	47	
Acropora_003581	3	0	65	101	110	68	2	0	1	74	0	61	0	73	63	90	54	54	0	10	
Acropora_003582	0	0	0	21	17	8	0	0	0	5	0	1	0	15	0	0	0	0	0	0	
Acropora_003583	3	0	272	314	156	151	121	109	0	36	0	209	0	37	311	350	253	117	2	274	
Acropora_003584	6	0	442	950	1073	780	334	89	15	828	0	570	0	442	540	645	306	351	51	469	
Acropora_003585	1	0	83	159	87	162	141	25	0	198	0	228	0	161	157	147	152	60	0	129	
Acropora_003586	0	0	122	177	169	144	114	0	0	3	0	347	0	136	368	318	444	111	0	252	
Acropora_003587	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	0	0	0	0	0	
Acropora_003588	2	0	312	415	294	328	239	51	0	92	0	354	0	332	652	376	231	163	0	108	
Acropora_003589	0	0	20	32	9	87	1	0	0	38	0	0	0	0	112	0	1	0	0	60	
Acropora_003590	0	0	0	26	52	39	0	0	0	0	0	0	0	0	10	0	0	0	0	58	
Acropora_003591	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003592	0	0	1	0	0	7	0	0	0	0	0	3	0	0	0	6	0	0	0	0	
Acropora_003595	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003596	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Acropora_003597	0	0	46	95	211	5	109	0	0	52	0	29	0	164	291	130	99	0	0	44	
Acropora_003599	0	0	0	0	0	9	0	0	0	0	0	0	0	44	0	0	0	0	0	0	
Acropora_003600	0	0	0	19	197	45	4	1	0	13	0	32	0	12	350	176	2	11	0	265	
Acropora_003601	0	0	2	79	25	24	7	0	13	70	0	18	0	0	0	0	0	0	0	2	
Acropora_003602	0	0	678	350	216	322	259	15	14	135	0	457	0	566	827	876	974	361	0	194	
Acropora_003603	0	0	58	118	75	141	137	25	8	100	0	54	0	108	163	88	22	50	0	111	
Acropora_003604	3	0	1489	2057	1464	1482	808	106	222	1006	0	1047	0	716	1652	1449	1302	599	4	548	
Acropora_003605	0	0	30	213	337	195	50	21	80	110	0	21	0	0	41	28	31	23	0	47	
Acropora_003606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
Acropora_003607	0	0	5	36	57	55	5	0	0	0	0	0	0	2	92	31	32	0	0	50	
Acropora_003608	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
Acropora_003609	0	0	92	44	52	71	92	0	0	0	0	52	0	0	70	45	68	36	2	51	
Acropora_003612	0	0	0	0	28	0	0	0	0	48	0	0	0	62	0	0	0	0	0	0	
Acropora_003613	16	0	5298	4333	3973	4011	4464	258	191	967	0	7225	0	7753	7817	7498	8368	4211	1	2220	
Acropora_003614	0	0	0	0	0	5	0	0	0	6	0	9	0	12	0	0	0	0	0	0	
Acropora_003615	0	0	41	88	85	85	94	0	0	11	0	53	0	150	125	68	86	28	0	29	
Acropora_003616	0	0	10	1	0	12	0	0	0	0	0	0	0	4	14	0	0	0	0	0	
Acropora_003617	0	0	69	120	248	121	41	142	0	153	0	72	0	268	275	231	103	48	0	343	
Acropora_003618	0	0	172	59	51	140	45	0	0	31	0	110	0	277	335	351	243	92	0	41	
Acropora_003619	0	21	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003621	0	0	810	554	574	223	504	25	99	356	0	373	0	280	355	439	496	130	0	315	
Acropora_003622	0	0	4	40	28	53	1	0	0	0	0	3	0	7	0	18	6	9	0	109	
Acropora_003624	0	0	273	345	245	203	169	59	0	81	0	191	0	102	189	228	262	79	0	75	
Acropora_003625	0	0	0	0	14	0	0	0	0	0	0	17	0	0	16	0	0	0	0	0	
Acropora_003626	8	0	855	687	272	204	294	27	1	186	0	339	0	433	622	401	284	249	0	96	
Acropora_003627	0	0	26	30	38	11	3	0	0	30	0	2	0	0	0	15	1	0	0	0	
Acropora_003628	0	0	0	14	11	0	14	0	0	0	0	1	0	0	5	0	0	0	0	0	
Acropora_003630	0	0	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003631	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003632	0	6	7	98	108	101	23	88	575	141	0	33	0	55	208	20	21	0	0	19	
Acropora_003633	0	0	6	99	142	93	0	0	1	115	0	0	0	134	80	21	0	0	0	59	
Acropora_003634	0	0	16	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003635	0	0	476	844	837	544	675	442	254	469	0	361	0	483	563	527	560	239	0	264	
Acropora_003636	0	0	68	56	264	60	68	0	0	0	0	35	0	91	193	16	20	16	0	19	
Acropora_003637	0	0	6	3	12	12	0	0	0	9	0	0	0	0	61	53	1	0	0	0	
Acropora_003638	0	0	0	28	49	29	2	0	0	5	0	7	0	48	90	20	11	3	0	38	
Acropora_003639	2	0	210	384	65	94	151	0	157	64	0	201	0	447	169	362	95	187	0	191	
Acropora_003640	0	0	340	189	184	208	492	0	3	207	0	338	0	208	50	220	251	188	0	55	
Acropora_003641	0	0	291	376	583	120	1183	4	0	52	0	169	0	319	165	226	98	12	0	102	
Acropora_003642	0	0	0	24	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003643	0	0	36	149	56	95	33	0	2	36	0	72	0	32	221	72	18	8	0	17	
Acropora_003644	5	0	1564	695	471	361	1046	52	0	140	0	2013	0	2101	1875	4790	2397	1171	7	504	
Acropora_003645	3	0	87	127	83	109	180	68	6	179	0	185	0	119	110	111	55	43	0	7	
Acropora_003646	0	0	0	4	1	24	0	0	0	9	0	16	0	0	0	0	0	0	0	0	
Acropora_003647	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003648	0	0	0	61	33	5	0	0	0	3	0	12	0	0	36	1	0	1	0	0	
Acropora_003650	4	0	60	53	111	54	97	35	19	26	0	34	0	165	56	107	143	30	0	35	
Acropora_003652	0	0	22	33	42	22	0	0	0	0	0	12	0	101	42	4	31	11	0	22	
Acropora_003653	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003654	11	649	370	657	231	212	579	105	18	87	0	200	0	12	185	583	156	229	19	184	
Acropora_003656	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
Acropora_003657	0	0	23	76	68	28	33	0	0	72	0	0	0	0	10	28	0	0	0	28	
Acropora_003658	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	31	0	0	0	0	
Acropora_003659	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Acropora_003660	0	0	32	34	12	5	26	0	0	16	0	0	0	0	0	0	5	0	0	0	
Acropora_003662	0	0	0	0	11	4	10	0	0	0	0	0	0	0	32	0	0	0	20	0	
Acropora_003663	0	0	255	183	240	157	50	0	85	22	0	172	0	215	79	116	74	56	0	94	
Acropora_003664	2	0	1822	1359	1070	786	1596	237	15	215	0	1160	0	548	490	665	1178	627	1	153	
Acropora_003665	0	0	0	15	20	31	0	0	0	0	0	0	0	48	0	18	0	0	0	0	
Acropora_003666	1	0	2809	2237	2869	2395	3190	186	303	778	0	2460	0	1980	3956	2512	2218	902	0	1152	
Acropora_003667	0	0	697	678	489	276	399	0	2	211	0	420	0	380	881	885	1264	236	0	482	
Acropora_003669	0	0	56	69	139	2	22	95	97	63	0	0	0	61	38	180	7	0	0	86	
Acropora_003670	22	7	1346	2719	2226	1188	1467	2666	2357	2960	0	1361	0	1031	1919	1109	965	665	104	1496	
Acropora_003671	0	0	0	0	0	10	21	0	0	0	0	0	0	0	0	0	15	0	0	26	
Acropora_003672	0	0	0	19	23	1	0	0	0	34	0	0	0	0	0	0	50	0	0	0	
Acropora_003673	0	0	10	14	0	26	0	0	0	11	0	0	0	0	0	52	0	0	0	0	
Acropora_003674	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003675	1	0	552	251	263	175	207	3	0	34	0	229	0	153	432	493	195	94	8	70	
Acropora_003678	0	364	0	17	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003679	0	0	428	292	296	70	360	0	0	27	0	29	0	76	11	1	0	23	0	25	
Acropora_003680	0	0	0	23	0	9	1	0	0	0	0	0	0	0	14	32	0	0	0	0	
Acropora_003681	0	0	0	0	9	4	0	17	0	35	0	3	0	63	0	0	0	0	0	0	
Acropora_003682	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	
Acropora_003683	0	0	43	58	58	41	47	0	0	7	0	27	0	0	0	7	0	0	0	30	
Acropora_003685	0	0	7	22	114	19	12	0	38	2	0	9	0	0	0	0	0	0	0	0	
Acropora_003687	0	0	27	7	3	25	21	0	0	0	0	5	0	43	0	14	0	4	0	13	
Acropora_003688	0	0	1	109	163	137	23	1	22	74	0	1	0	69	47	76	0	0	0	112	
Acropora_003689	0	0	634	477	290	200	358	0	0	0	0	350	0	202	266	197	617	127	0	62	
Acropora_003690	0	0	1	10	0	36	0	0	0	27	0	0	0	73	1	29	0	0	0	1	
Acropora_003691	0	0	73	56	44	44	32	0	0	0	0	51	0	0	30	6	64	1	0	0	
Acropora_003692	1	0	392	201	112	178	121	0	0	44	0	195	0	214	151	250	71	111	0	22	
Acropora_003693	0	0	9	83	136	117	27	89	3	1	0	16	0	75	70	55	43	9	0	46	
Acropora_003694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	
Acropora_003695	0	0	8	12	25	29	23	0	0	0	0	12	0	78	26	0	0	1	0	13	
Acropora_003696	31	0	531	879	1424	1065	1190	241	622	586	0	597	0	936	1517	569	364	157	38	346	
Acropora_003697	0	0	220	174	38	63	105	0	0	29	0	294	0	134	109	164	248	149	1	8	
Acropora_003701	0	0	3	0	15	7	0	2	0	0	0	2	0	0	0	0	0	0	0	0	
Acropora_003702	0	0	0	16	41	0	19	0	0	14	0	0	0	0	0	0	20	0	0	0	
Acropora_003703	0	0	30	29	0	8	0	0	0	105	0	16	0	0	48	3	22	15	0	25	
Acropora_003704	0	0	30	31	30	16	0	0	0	0	0	16	0	44	0	20	16	0	0	0	
Acropora_003705	0	0	306	554	423	156	100	11	96	311	0	229	0	271	293	237	228	49	0	98	
Acropora_003707	0	0	97	20	66	48	39	0	0	0	0	35	0	57	41	38	95	8	0	0	
Acropora_003708	2	0	285	786	1054	649	315	395	236	629	0	218	0	247	559	471	275	31	0	602	
Acropora_003709	0	0	31	111	45	204	8	7	0	40	0	2	0	30	37	96	28	0	0	38	
Acropora_003710	0	0	91	154	41	81	155	0	0	6	0	60	0	24	126	90	137	87	0	11	
Acropora_003711	0	0	0	21	0	0	0	0	0	0	0	0	0	0	9	18	0	0	0	0	
Acropora_003712	0	0	105	134	186	226	37	0	0	13	0	68	0	22	312	49	87	52	0	5	
Acropora_003713	0	0	477	351	695	460	263	63	4	297	0	327	0	299	533	324	325	150	0	186	
Acropora_003714	0	0	0	38	55	32	79	0	0	0	0	37	0	78	55	35	19	21	0	0	
Acropora_003715	0	0	20	21	26	24	17	75	0	0	0	0	0	0	0	50	4	0	0	1	
Acropora_003716	0	0	15	0	54	58	31	17	14	0	0	22	0	0	126	0	64	0	0	0	
Acropora_003717	13	1	555	1947	2013	1152	1189	428	508	1479	0	582	0	319	1073	715	139	64	0	674	
Acropora_003718	14	0	443	165	171	100	217	50	0	101	0	222	0	172	193	228	200	213	0	117	
Acropora_003719	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003720	0	0	5	68	158	120	31	0	0	5	0	0	0	95	88	78	26	0	0	37	
Acropora_003721	0	0	1	16	36	51	24	0	0	1	0	26	0	9	1	25	10	1	0	58	
Acropora_003722	0	0	27	6	26	2	42	0	0	3	0	9	0	0	22	0	34	5	0	54	
Acropora_003723	0	0	806	903	438	525	309	0	2	246	0	648	0	533	449	809	823	382	0	187	
Acropora_003724	0	0	20	76	129	79	24	0	3	26	0	4	0	0	35	13	19	5	0	42	
Acropora_003725	0	0	1559	1272	913	970	583	239	31	378	0	946	0	1437	1107	2123	1767	631	0	464	
Acropora_003726	0	0	4	111	41	22	18	0	0	44	0	3	0	60	19	9	20	27	0	0	
Acropora_003727	0	0	354	375	334	475	224	155	139	201	0	119	0	377	623	623	250	111	0	176	
Acropora_003728	3	0	110	180	40	153	201	37	6	89	0	100	0	104	184	72	133	69	19	228	
Acropora_003730	0	0	0	194	123	140	65	46	11	273	0	63	0	144	203	35	0	5	0	122	
Acropora_003732	0	0	0	227	61	138	60	58	30	225	0	21	0	27	49	66	7	26	0	65	
Acropora_003733	0	0	11	0	0	6	1	0	0	0	0	8	0	0	0	0	0	3	0	0	
Acropora_003735	0	0	0	9	12	0	0	0	0	0	0	0	0	0	118	0	0	0	0	15	
Acropora_003736	0	0	0	56	40	82	0	0	0	2	0	0	0	0	93	0	0	0	0	51	
Acropora_003737	0	0	0	40	0	8	0	0	0	34	0	0	0	0	64	6	0	1	0	0	
Acropora_003738	0	0	0	0	31	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	
Acropora_003739	2	0	679	204	168	117	287	97	3	169	0	144	0	153	82	174	146	48	2	116	
Acropora_003740	0	0	86	130	15	17	17	0	0	0	0	14	0	12	24	123	106	39	0	0	
Acropora_003741	0	0	16	267	236	294	84	251	112	321	0	16	0	44	93	21	0	5	0	101	
Acropora_003742	0	0	55	73	21	24	12	0	0	3	0	31	0	0	57	58	40	73	0	27	
Acropora_003744	0	0	33	99	89	2	33	0	0	156	0	0	0	0	0	0	0	0	0	28	
Acropora_003745	0	0	0	13	0	8	0	0	0	0	0	23	0	0	0	0	0	9	0	45	
Acropora_003746	0	0	524	756	269	383	163	62	54	191	0	282	0	289	592	345	330	145	0	285	
Acropora_003747	0	0	174	296	158	242	14	0	0	28	0	73	0	158	125	131	74	40	0	24	
Acropora_003750	0	0	75	116	108	132	138	0	0	30	0	44	0	24	52	61	76	11	0	75	
Acropora_003752	0	0	23	19	21	43	23	0	0	0	0	0	0	0	49	77	0	5	0	9	
Acropora_003753	1	0	10	28	165	58	34	0	7	48	0	20	0	97	110	171	56	9	0	84	
Acropora_003754	0	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	
Acropora_003755	0	0	7	197	223	258	135	0	0	41	0	195	0	242	159	144	94	13	0	0	
Acropora_003756	0	0	0	0	25	16	0	0	0	0	0	0	0	0	0	0	0	0	0	48	
Acropora_003757	0	0	27	18	23	13	8	0	0	0	0	54	0	0	0	54	7	23	0	0	
Acropora_003758	0	0	0	64	16	44	0	0	0	11	0	0	0	0	32	9	0	0	0	2	
Acropora_003759	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Acropora_003760	0	0	60	109	153	87	35	0	0	2	0	89	0	184	116	175	42	2	0	20	
Acropora_003761	0	0	41	38	0	0	52	0	0	0	0	0	0	39	0	0	0	3	0	0	
