	1087_trimmed	1088_trimmed	1089_trimmed	1090_trimmed	1091_trimmed	1092_trimmed	1096_trimmed	1097_trimmed	1098_trimmed	1099_trimmed	1100_trimmed	2263_trimmed	2264_trimmed	2265_trimmed	2266_trimmed	2267_trimmed	2268_trimmed	2382_trimmed	2383_trimmed	2384_trimmed	
Symbiodinium37597	0	0	44	32	146	132	0	0	0	58	0	71	0	85	175	13	162	24	0	63	
Symbiodinium37599	0	0	122	26	188	43	0	1	0	30	0	44	0	79	93	61	24	54	0	76	
Symbiodinium3760	0	0	17	11	18	10	0	0	0	0	0	1	0	27	0	0	0	8	0	2	
Symbiodinium37600	0	0	11	40	13	47	0	0	48	100	0	59	0	18	63	16	16	53	0	45	
Symbiodinium37601	0	0	0	0	0	0	0	0	0	0	0	15	0	5	0	0	0	0	0	6	
Symbiodinium37602	19	0	28	14	60	56	0	342	0	0	0	32	0	0	0	44	25	27	0	20	
Symbiodinium37603	0	0	7	45	34	21	0	0	0	97	0	79	0	46	0	99	0	18	0	73	
Symbiodinium37605	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	
Symbiodinium37607	96	22	87	250	861	481	0	99	0	89	0	264	0	480	352	273	176	150	87	558	
Symbiodinium37609	23	0	31	14	127	105	0	106	1	92	0	108	0	51	52	61	54	44	0	116	
Symbiodinium37615	15	14	45	23	100	57	0	0	0	77	0	89	0	8	62	25	37	85	0	4	
Symbiodinium37618	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Symbiodinium37620	0	0	16	42	40	68	0	0	0	26	0	71	0	107	21	20	38	11	0	20	
Symbiodinium37621	0	2	27	15	40	41	0	0	86	0	0	91	0	79	70	115	83	28	0	78	
Symbiodinium37622	1	0	9	16	6	62	0	0	1	1	0	31	0	82	34	54	89	56	0	49	
Symbiodinium37625	0	0	24	5	48	6	0	0	0	3	0	81	0	53	31	14	0	3	0	81	
Symbiodinium37626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	
Symbiodinium37627	4	0	94	136	327	99	0	193	2	151	0	89	0	73	133	273	36	66	0	135	
Symbiodinium37629	0	0	15	51	7	0	0	0	8	40	0	144	0	135	59	10	13	44	0	25	
Symbiodinium37630	0	0	4	17	0	4	0	1	0	26	0	1	0	0	0	63	14	8	0	30	
Symbiodinium37632	0	0	1	28	5	5	0	0	0	49	0	20	0	94	0	15	1	18	0	65	
Symbiodinium37633	0	0	18	33	41	39	0	0	0	88	0	40	0	0	0	16	52	45	0	44	
Symbiodinium37634	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37635	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	
Symbiodinium37638	0	0	9	22	77	37	0	451	0	73	0	20	0	76	57	10	72	1	0	49	
Symbiodinium37639	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37642	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	8	0	0	11	
Symbiodinium37645	0	0	107	12	69	91	0	0	0	0	0	26	0	63	209	168	162	79	0	115	
Symbiodinium37647	3	0	43	7	67	20	0	40	0	46	0	17	0	76	22	72	0	28	0	24	
Symbiodinium37648	21	0	22	9	35	63	0	1	0	0	0	107	0	28	77	0	2	31	0	30	
Symbiodinium37651	10	0	0	18	0	14	0	80	0	0	0	18	0	0	1	46	0	8	0	0	
Symbiodinium37652	0	0	0	14	0	35	0	0	0	0	0	0	0	24	0	0	0	1	0	27	
Symbiodinium37655	0	0	60	41	29	15	0	343	0	41	0	24	0	0	29	51	1	26	0	79	
Symbiodinium37656	35	6	91	42	217	79	0	193	0	171	0	142	0	126	294	138	216	80	0	56	
Symbiodinium37660	11	0	63	25	127	80	0	61	0	53	0	101	0	41	68	41	73	26	247	49	
Symbiodinium37663	0	0	35	5	64	0	0	1	0	0	0	44	0	0	18	22	16	39	0	28	
Symbiodinium37664	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37665	0	0	50	39	55	21	0	0	0	0	0	94	0	3	88	0	84	46	0	42	
Symbiodinium37667	5	0	46	1	311	27	0	29	0	1	0	65	0	0	117	51	14	57	18	30	
Symbiodinium37669	0	0	56	60	106	64	0	67	0	84	0	53	0	32	189	26	25	50	0	159	
Symbiodinium37670	0	0	0	0	0	36	0	0	0	0	0	0	0	17	0	0	0	0	0	0	
Symbiodinium37672	0	0	10	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Symbiodinium37673	8	0	90	0	49	33	0	74	0	65	0	82	0	27	108	84	163	26	0	51	
Symbiodinium37675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Symbiodinium37677	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37678	0	0	119	12	167	81	0	0	0	40	0	88	0	132	150	43	40	61	29	81	
Symbiodinium3768	0	0	1580	2365	982	315	1333	54	8	573	0	805	0	1466	1240	2925	6198	546	29	1531	
Symbiodinium37680	0	0	25	57	128	2	0	0	0	25	0	62	0	52	92	30	60	51	0	11	
Symbiodinium37681	0	0	110	28	34	27	0	0	0	7	0	4	0	0	1	93	53	1	0	7	
Symbiodinium37683	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19	0	0	
Symbiodinium37685	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37686	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37687	19	0	18	48	51	39	0	0	0	46	0	97	0	82	110	26	81	34	0	144	
Symbiodinium37690	1	0	9	1	36	20	0	62	0	25	0	0	0	108	0	21	45	3	0	70	
Symbiodinium37691	0	0	26	12	12	0	0	0	0	0	0	20	0	4	7	0	0	11	0	52	
Symbiodinium37692	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37693	0	0	22	21	0	0	0	1	0	0	0	84	0	49	0	0	54	56	0	45	
Symbiodinium37696	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	
Symbiodinium37698	31	23	11	12	97	56	0	0	78	41	0	17	0	33	37	44	62	34	0	24	
Symbiodinium37699	31	0	1	15	15	9	0	0	0	0	0	23	0	24	1	0	21	4	0	0	
Symbiodinium37700	13	0	33	35	190	37	0	544	0	97	0	103	0	154	263	41	246	63	134	118	
Symbiodinium37701	0	0	19	8	47	33	0	24	202	0	0	38	0	27	34	86	4	42	0	0	
Symbiodinium37702	0	0	84	41	80	24	0	0	0	42	0	43	0	83	77	0	30	23	0	0	
Symbiodinium37703	0	0	8	22	0	5	0	1	0	17	0	0	0	0	0	16	5	12	0	0	
Symbiodinium37704	0	0	31	0	91	91	0	0	0	3	0	38	0	125	29	4	32	21	0	40	
Symbiodinium37705	5	0	17	33	66	75	0	175	52	57	0	157	0	144	0	76	45	28	0	79	
Symbiodinium37709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	
Symbiodinium37712	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37713	0	0	4	33	92	87	0	1	5	39	0	102	0	178	104	186	123	125	169	194	
Symbiodinium37715	0	0	0	25	0	0	0	20	0	0	0	0	0	15	1	1	0	0	0	34	
Symbiodinium37718	24	2	702	630	2361	1269	0	1549	584	1556	0	2170	0	1702	4019	1877	1191	1026	241	3873	
Symbiodinium37720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
Symbiodinium37721	2	0	113	50	162	113	0	7	0	4	0	83	0	105	210	116	64	27	0	50	
Symbiodinium37723	4	0	75	4	58	44	0	50	90	79	0	105	0	58	70	77	73	42	0	17	
Symbiodinium37724	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37725	4	6	74	13	94	55	0	0	79	102	0	42	0	33	237	38	27	20	0	4	
Symbiodinium37726	1	0	34	0	7	32	0	0	0	0	0	24	0	47	0	0	0	14	0	0	
Symbiodinium37729	1	0	95	75	538	260	0	219	9	241	0	301	0	403	157	402	240	162	1	346	
Symbiodinium37732	11	0	84	37	117	35	0	165	145	107	0	151	0	100	238	19	39	42	0	337	
Symbiodinium37736	10	0	32	17	150	48	19	0	0	40	0	52	0	0	0	0	22	31	0	51	
Symbiodinium37738	0	0	46	29	142	0	0	268	0	101	0	71	0	57	1	63	4	11	0	46	
Symbiodinium37739	0	0	0	4	23	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Symbiodinium37740	20	0	47	29	341	184	0	23	0	54	0	57	0	81	184	150	112	71	0	318	
Symbiodinium37741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Symbiodinium37742	15	0	20	13	7	15	0	0	0	7	0	27	0	31	32	12	51	13	0	0	
Symbiodinium37743	0	0	6	10	24	15	0	0	0	0	0	0	0	0	0	0	40	0	0	0	
Symbiodinium37744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	
Symbiodinium37747	2	0	7	8	19	0	0	0	0	54	0	38	0	10	52	58	61	25	0	0	
Symbiodinium37749	1	0	67	49	222	99	0	7	0	133	0	49	0	73	33	21	158	49	0	21	
Symbiodinium37750	0	0	7	13	27	8	0	23	0	162	0	36	0	106	0	43	42	7	0	58	
Symbiodinium37751	0	0	6	41	103	0	0	57	0	0	0	85	0	58	79	12	18	2	0	149	
Symbiodinium37752	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37754	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	
Symbiodinium37758	2	0	26	23	71	22	0	157	0	187	0	71	0	103	86	39	5	28	0	115	
Symbiodinium37761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
Symbiodinium37762	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37763	0	0	120	82	298	100	0	482	66	289	0	245	0	297	178	142	42	90	0	444	
Symbiodinium37766	0	0	7	16	17	43	0	0	18	10	0	19	0	0	195	65	11	34	0	98	
Symbiodinium37769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	
Symbiodinium37772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	
Symbiodinium37774	1	0	18	22	16	29	0	10	0	0	0	23	0	115	25	25	1	4	0	22	
Symbiodinium37777	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37778	0	0	52	26	50	25	0	88	0	75	0	20	0	24	50	10	72	30	0	135	
Symbiodinium37781	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37783	10	0	24	85	239	98	0	0	0	30	0	119	0	62	157	158	22	53	0	43	
Symbiodinium37784	0	0	31	0	59	20	0	0	0	0	0	32	0	0	11	50	0	0	0	44	
Symbiodinium37785	0	0	59	0	36	16	0	0	0	99	0	41	0	5	18	0	58	21	0	3	
Symbiodinium37786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	
Symbiodinium37787	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37789	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	
Symbiodinium37790	5	0	26	38	25	12	0	0	0	0	0	28	0	0	126	14	15	37	0	0	
Symbiodinium37791	6	0	82	83	116	39	0	168	34	131	0	97	0	32	154	282	113	189	0	199	
Symbiodinium37792	0	0	23	21	147	59	0	27	0	147	0	57	0	25	0	106	38	56	0	145	
Symbiodinium37796	0	0	31	6	29	30	0	70	0	0	0	53	0	97	46	18	117	0	0	44	
Symbiodinium37801	14	0	155	56	252	196	0	44	0	475	0	173	0	229	191	304	22	112	248	277	
Symbiodinium37804	0	0	10	26	142	19	0	0	0	14	0	22	0	29	39	122	0	20	0	43	
Symbiodinium37806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	33	
Symbiodinium37807	0	1	56	54	237	72	0	0	172	66	0	131	0	76	92	105	85	47	0	180	
Symbiodinium37808	0	3	28	11	50	10	0	7	9	61	0	28	0	111	5	57	0	59	0	93	
Symbiodinium37809	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	
Symbiodinium37812	28	0	34	94	162	77	0	126	0	0	0	41	0	128	166	247	275	40	0	287	
Symbiodinium37813	0	0	114	41	586	223	0	72	22	73	0	74	0	183	65	88	23	111	0	230	
Symbiodinium37814	7	0	19	57	60	80	0	1	0	121	0	101	0	80	121	100	86	38	145	68	
Symbiodinium37815	0	0	44	19	102	7	0	0	0	19	0	0	0	65	35	0	13	16	0	0	
Symbiodinium37816	0	0	0	2	0	10	0	0	0	0	0	0	0	25	0	0	0	0	0	0	
Symbiodinium37819	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37820	0	0	0	0	0	0	0	11	0	0	0	0	0	0	27	0	0	0	0	79	
Symbiodinium37826	0	0	0	0	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37829	44	0	23	7	41	35	0	264	0	105	0	1	0	50	46	22	8	2	0	56	
Symbiodinium37830	0	0	34	5	82	36	0	8	0	15	0	19	0	168	55	37	1	21	156	15	
Symbiodinium37832	0	0	17	6	87	29	0	0	0	0	0	53	0	65	64	28	112	21	0	0	
Symbiodinium37834	0	0	28	10	22	13	0	0	61	25	0	23	0	45	0	16	60	26	0	34	
Symbiodinium37835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Symbiodinium37836	0	0	0	0	23	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	
Symbiodinium37839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Symbiodinium37840	0	0	88	17	113	16	0	332	8	299	0	92	0	15	63	108	116	9	0	84	
Symbiodinium37841	0	0	0	7	0	0	0	0	0	0	0	15	0	0	0	1	0	4	0	0	
Symbiodinium37842	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37844	2	0	0	36	118	49	0	769	24	51	0	164	0	80	71	59	13	58	0	83	
Symbiodinium37847	1	0	95	16	158	24	0	0	2	3	0	52	0	47	58	86	110	36	0	144	
Symbiodinium37849	5	0	3	9	39	0	0	0	0	83	0	43	0	0	41	34	4	18	0	72	
Symbiodinium37853	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37854	0	0	0	0	39	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37855	0	7	22	55	126	66	0	0	0	133	0	72	0	117	62	74	144	41	0	11	
Symbiodinium37857	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Symbiodinium37860	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37861	0	0	143	33	304	139	0	0	0	37	0	187	0	65	89	72	109	125	0	57	
Symbiodinium37863	0	0	73	51	56	64	0	10	1	108	0	64	0	167	30	23	99	27	0	113	
Symbiodinium37865	0	0	0	0	21	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37866	2	0	37	27	31	23	0	15	0	13	0	66	0	155	10	13	50	31	0	68	
Symbiodinium37867	0	0	84	2	90	28	0	0	8	115	0	32	0	0	181	151	30	14	0	336	
Symbiodinium37871	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	
Symbiodinium37872	2	0	140	85	504	101	0	153	0	57	0	63	0	98	127	151	89	73	14	13	
Symbiodinium37873	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	
Symbiodinium37874	0	0	46	61	55	25	0	101	0	0	0	82	0	60	125	67	57	47	0	149	
Symbiodinium37875	0	0	41	8	40	46	0	0	0	53	0	13	0	47	0	8	23	35	0	13	
Symbiodinium37876	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37877	0	0	71	26	85	34	0	36	0	17	0	171	0	34	219	156	109	36	0	107	
Symbiodinium37878	2	0	61	17	102	89	0	88	0	164	0	238	0	164	347	120	67	123	18	164	
Symbiodinium37881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	
Symbiodinium37883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	
Symbiodinium37885	0	0	14	46	133	32	0	67	0	0	0	52	0	0	84	20	36	31	0	0	
Symbiodinium37886	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	4	0	0	
Symbiodinium37889	0	0	77	49	236	79	0	53	5	154	0	74	0	325	99	62	189	101	0	105	
Symbiodinium37891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	
Symbiodinium37892	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37895	0	0	17	14	46	66	0	108	0	54	0	54	0	106	97	78	101	33	0	57	
Symbiodinium37896	0	0	0	11	41	11	0	0	0	2	0	0	0	0	12	0	0	5	0	0	
Symbiodinium37897	0	0	64	6	9	49	0	34	0	21	0	11	0	64	36	140	0	10	0	20	
Symbiodinium37899	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Symbiodinium37902	1	0	20	23	16	61	0	0	0	26	0	14	0	56	37	29	14	0	0	15	
Symbiodinium37906	1	0	24	4	52	78	0	0	0	0	0	127	0	136	72	51	62	69	0	224	
Symbiodinium37907	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
Symbiodinium37910	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37911	1	0	13	14	77	13	0	0	0	23	0	0	0	75	7	0	21	32	0	28	
Symbiodinium37912	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37914	0	0	140	27	173	57	0	62	6	6	0	190	0	46	261	117	78	76	0	143	
Symbiodinium37915	0	0	10	8	19	13	0	0	0	0	0	0	0	27	57	0	9	6	0	0	
Symbiodinium37917	0	0	4	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	
Symbiodinium37918	0	0	71	34	38	58	0	87	0	0	0	86	0	50	0	120	0	23	0	31	
Symbiodinium37919	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Symbiodinium37921	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	25	
Symbiodinium37922	0	0	90	99	218	55	0	17	0	0	0	57	0	238	130	96	158	72	0	160	
Symbiodinium37924	14	0	32	100	14	14	0	0	0	26	0	40	0	66	15	14	70	26	9	46	
Symbiodinium37925	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37927	0	0	2	0	63	18	0	0	0	2	0	52	0	0	30	41	0	12	0	0	
Symbiodinium37929	35	4	126	82	352	264	0	283	143	168	0	184	0	326	318	222	244	153	0	405	
Symbiodinium37930	0	0	36	72	161	84	0	0	0	17	0	84	0	231	91	95	184	78	0	113	
Symbiodinium37932	3	0	2	44	9	41	0	0	0	0	0	40	0	0	0	34	3	69	0	78	
Symbiodinium37934	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37938	0	0	50	19	92	70	0	51	178	128	0	87	0	255	10	98	92	5	517	68	
Symbiodinium37939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	
Symbiodinium37940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	
Symbiodinium37941	0	0	0	0	0	42	0	0	0	0	0	30	0	0	0	0	0	0	0	0	
Symbiodinium37943	17	0	336	224	841	570	0	12	0	287	0	293	0	580	340	566	337	255	0	572	
Symbiodinium37945	0	0	63	5	54	66	0	0	0	87	0	1	0	125	16	96	47	104	0	30	
Symbiodinium37948	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	29	0	0	0	0	
Symbiodinium37950	17	0	18	5	38	20	0	3	0	0	0	45	0	54	34	60	27	8	0	230	
Symbiodinium37951	0	0	0	6	27	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37954	0	0	1	16	109	7	1	0	0	63	0	49	0	29	39	12	29	27	0	30	
Symbiodinium37956	58	4	738	696	3479	1288	0	235	55	1448	0	740	0	1010	1208	1680	374	443	0	1880	
Symbiodinium37957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
Symbiodinium37958	3	0	26	5	74	59	0	7	0	0	0	66	0	0	7	18	0	45	0	31	
Symbiodinium37959	0	0	42	9	205	36	0	7	78	0	0	52	0	77	15	23	18	33	16	45	
Symbiodinium37961	0	0	35	6	135	19	0	6	0	2	0	36	0	59	80	13	10	48	3	19	
Symbiodinium37962	1	0	126	29	155	23	0	25	0	0	0	24	0	32	97	55	118	81	0	5	
Symbiodinium37963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	
Symbiodinium37965	4	0	32	18	96	49	0	77	67	26	0	29	0	71	6	48	73	1	0	37	
Symbiodinium37972	0	0	25	6	21	34	0	73	0	0	0	56	0	0	21	58	43	33	0	54	
Symbiodinium37974	0	0	70	1	74	24	0	2	0	74	0	72	0	137	98	105	0	70	0	9	
Symbiodinium37975	0	0	40	11	84	20	0	0	0	0	0	27	0	141	69	56	10	15	0	84	
Symbiodinium37978	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	
Symbiodinium37981	4	0	130	203	338	294	0	711	120	824	0	233	0	216	343	289	316	179	0	653	
Symbiodinium37983	0	0	134	16	66	32	0	157	27	27	0	124	0	113	99	137	26	75	0	111	
Symbiodinium37984	0	0	1	7	48	30	0	276	46	39	0	27	0	50	30	0	37	14	0	19	
Symbiodinium37985	0	0	31	21	79	27	0	0	34	35	0	1	0	28	41	40	43	7	20	73	
Symbiodinium37987	0	0	26	18	123	13	17	13	87	18	0	82	0	0	102	16	95	9	0	72	
Symbiodinium37988	0	0	3	26	27	10	0	8	0	16	0	100	0	0	47	23	1	15	0	8	
Symbiodinium37989	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	
Symbiodinium37991	0	0	39	26	34	6	0	79	3	0	0	68	0	45	0	156	54	37	0	8	
Symbiodinium37992	0	0	19	8	19	33	0	45	0	0	0	0	0	0	1	28	0	19	34	0	
Symbiodinium37993	0	0	12	46	57	48	0	1	0	7	0	0	0	0	0	83	36	22	0	0	
Symbiodinium37995	0	0	0	0	0	0	0	0	0	0	0	7	0	0	85	0	0	0	0	0	
Symbiodinium37997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Symbiodinium37998	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium37999	2	0	0	46	39	9	0	0	0	13	0	1	0	37	49	4	5	14	0	57	
Symbiodinium38	0	0	24	0	20	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	
Symbiodinium380	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	2	0	0	
Symbiodinium38001	0	0	28	17	38	30	0	116	0	134	0	88	0	0	0	67	42	48	0	194	
Symbiodinium38002	0	0	69	59	222	62	0	0	0	102	0	118	0	55	160	104	57	68	0	140	
Symbiodinium38004	9	0	77	49	112	81	0	0	183	0	0	53	0	81	164	71	145	44	0	110	
Symbiodinium38005	59	59	145	105	169	122	0	385	4	306	0	77	0	90	224	157	83	140	0	123	
Symbiodinium38006	1	0	31	49	33	16	0	0	0	10	0	11	0	45	162	0	10	53	0	49	
Symbiodinium38008	0	0	21	0	23	18	0	0	0	17	0	26	0	0	0	0	1	0	0	28	
Symbiodinium38011	0	0	6	0	0	19	0	0	0	0	0	0	0	59	0	0	1	0	0	0	
Symbiodinium38015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	
Symbiodinium38016	0	0	0	3	56	35	0	0	0	0	0	63	0	0	0	12	1	23	501	23	
Symbiodinium38017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	
Symbiodinium38018	0	0	1	0	24	22	0	124	0	119	0	27	0	10	18	47	57	24	0	0	
Symbiodinium38021	0	0	0	1	0	0	11	0	1	1	0	0	0	0	0	0	0	7	0	0	
Symbiodinium38023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	
Symbiodinium38024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Symbiodinium38025	0	0	15	31	24	39	0	0	0	83	0	9	0	87	78	12	1	23	0	20	
Symbiodinium38027	0	0	5	6	144	68	0	17	0	39	0	103	0	57	27	72	0	44	0	177	
Symbiodinium38028	0	25	31	8	200	45	0	0	0	35	0	84	0	47	233	124	69	65	0	149	
Symbiodinium38029	0	0	39	22	86	41	0	0	10	4	0	26	0	102	75	0	72	27	0	12	
Symbiodinium38030	0	0	32	1	55	0	0	47	0	63	0	9	0	0	0	14	0	7	0	0	
Symbiodinium38031	0	0	14	11	141	27	0	20	0	75	0	35	0	93	35	21	156	27	0	58	
Symbiodinium38033	0	4	0	0	1	18	0	0	0	42	0	0	0	0	0	0	0	0	0	0	
Symbiodinium38034	0	0	8	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium38035	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	
Symbiodinium38036	12	0	21	13	76	32	0	0	0	0	0	106	0	6	57	84	19	18	0	54	
Symbiodinium38037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
Symbiodinium38038	0	0	12	26	98	41	0	0	0	49	0	12	0	86	48	30	43	45	0	61	
Symbiodinium38039	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium38040	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium38041	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Symbiodinium38045	0	0	13	19	28	0	0	0	0	0	0	49	0	0	2	13	0	37	0	0	
Symbiodinium38047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Symbiodinium38048	0	3	70	59	78	77	0	66	0	108	0	220	0	193	126	121	111	101	0	217	
Symbiodinium38049	12	0	10	0	82	52	0	236	0	0	0	34	0	47	96	24	7	34	150	109	
Symbiodinium38051	2	0	15	9	120	7	0	0	0	22	0	68	0	0	27	170	49	22	0	35	
Symbiodinium38054	0	0	47	21	34	0	0	20	0	2	0	133	0	130	58	34	46	20	0	36	
Symbiodinium38055	0	0	0	6	15	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	
Symbiodinium38059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
