GO_slim_term,Count,Percent,GO_slim_term_description,module,Ontology,ChildTerm,GO_child_term_description,Annotated,Significant,Expected,weightFisher,Class,GeneList
NA,NA,NA,NA,darkmagenta,NA,GO:0097150,neuronal stem cell population maintenanc...,13,3,0.42,0.00729,Biological_Process,"Acropora_004829,Acropora_016053,Acropora_029310"
NA,NA,NA,NA,darkmagenta,NA,GO:0001666,response to hypoxia,206,16,6.59,0.00747,Biological_Process,"Acropora_002789,Acropora_003365,Acropora_006522,Acropora_008184,Acropora_008410,Acropora_008414,Acropora_010973,Acropora_014303,Acropora_015642,Acropora_016052,Acropora_016053,Acropora_018446,Acropora_023932,Acropora_025985,Acropora_026894,Acropora_029551"
NA,NA,NA,NA,darkmagenta,NA,GO:1903748,negative regulation of establishment of ...,5,2,0.16,0.00956,Biological_Process,"Acropora_010472,Acropora_015079"
NA,NA,NA,NA,darkmagenta,NA,GO:2001229,negative regulation of response to gamma...,5,2,0.16,0.00956,Biological_Process,"Acropora_017822,Acropora_023490"
NA,NA,NA,NA,darkmagenta,NA,GO:0052695,cellular glucuronidation,5,2,0.16,0.00956,Biological_Process,"Acropora_016052,Acropora_024256"
NA,NA,NA,NA,darkmagenta,NA,GO:1903026,negative regulation of RNA polymerase II...,5,2,0.16,0.00956,Biological_Process,"Acropora_004829,Acropora_029310"
NA,NA,NA,NA,darkolivegreen,NA,GO:0034703,cation channel complex,75,14,9.02,0.0053,Cellular_Component,"Acropora_001802,Acropora_004653,Acropora_004921,Acropora_006318,Acropora_008603,Acropora_009621,Acropora_010641,Acropora_015711,Acropora_015839,Acropora_017998,Acropora_018271,Acropora_022181,Acropora_025951,Acropora_032014"
NA,NA,NA,NA,darkolivegreen,NA,GO:0071826,protein-RNA complex organization,170,22,20.4,2.1e-4,Biological_Process,"Acropora_002067,Acropora_002142,Acropora_002288,Acropora_002650,Acropora_003553,Acropora_004003,Acropora_004168,Acropora_005856,Acropora_006996,Acropora_010883,Acropora_011041,Acropora_017904,Acropora_017963,Acropora_019128,Acropora_022480,Acropora_022481,Acropora_022977,Acropora_023919,Acropora_027587,Acropora_028445,Acropora_029427,Acropora_031469"
NA,NA,NA,NA,darkolivegreen,NA,GO:0006812,monoatomic cation transport,524,69,62.89,0.00515,Biological_Process,"Acropora_000465,Acropora_000781,Acropora_001130,Acropora_001307,Acropora_001648,Acropora_001945,Acropora_002202,Acropora_002243,Acropora_002285,Acropora_002300,Acropora_003532,Acropora_003713,Acropora_004653,Acropora_004921,Acropora_005904,Acropora_006318,Acropora_006574,Acropora_006899,Acropora_007442,Acropora_008062,Acropora_008549,Acropora_008603,Acropora_009091,Acropora_009621,Acropora_009968,Acropora_010788,Acropora_010942,Acropora_011239,Acropora_011371,Acropora_011444,Acropora_013033,Acropora_014225,Acropora_014864,Acropora_014882,Acropora_015711,Acropora_015744,Acropora_015959,Acropora_015998,Acropora_016427,Acropora_017032,Acropora_017603,Acropora_017998,Acropora_018205,Acropora_018206,Acropora_018271,Acropora_018612,Acropora_020138,Acropora_020334,Acropora_020689,Acropora_021586,Acropora_021630,Acropora_022181,Acropora_022516,Acropora_022954,Acropora_023137,Acropora_023841,Acropora_024933,Acropora_025951,Acropora_026791,Acropora_026897,Acropora_027556,Acropora_027968,Acropora_028400,Acropora_030187,Acropora_030684,Acropora_032014,Acropora_032368,Acropora_032577,Acropora_34225"
NA,NA,NA,NA,darkolivegreen,NA,GO:0006839,mitochondrial transport,131,27,15.72,0.00522,Biological_Process,"Acropora_000020,Acropora_001312,Acropora_002243,Acropora_002300,Acropora_002806,Acropora_004473,Acropora_004856,Acropora_006899,Acropora_008549,Acropora_008612,Acropora_009968,Acropora_010788,Acropora_011444,Acropora_011626,Acropora_012781,Acropora_013361,Acropora_016144,Acropora_018205,Acropora_018206,Acropora_020178,Acropora_020332,Acropora_022439,Acropora_023489,Acropora_026681,Acropora_027114,Acropora_032014,Acropora_032368"
NA,NA,NA,NA,darkolivegreen,NA,GO:0000079,regulation of cyclin-dependent protein s...,50,13,6,0.00553,Biological_Process,"Acropora_006602,Acropora_008430,Acropora_008685,Acropora_009621,Acropora_011007,Acropora_012753,Acropora_012937,Acropora_013037,Acropora_013178,Acropora_017647,Acropora_020206,Acropora_023666,Acropora_032197"
NA,NA,NA,NA,darkturquoise,NA,GO:0030170,pyridoxal phosphate binding,21,3,0.31,0.0035,Molecular_Function,"Acropora_004027,Acropora_011039,Acropora_018669"
NA,NA,NA,NA,darkturquoise,NA,GO:0016594,glycine binding,7,2,0.1,0.0044,Molecular_Function,"Acropora_003878,Acropora_018669"
NA,NA,NA,NA,darkturquoise,NA,GO:0043295,glutathione binding,9,2,0.13,0.0074,Molecular_Function,"Acropora_003878,Acropora_026344"
NA,NA,NA,NA,mediumpurple3,NA,GO:0010923,negative regulation of phosphatase activ...,41,6,1.21,0.00115,Biological_Process,"Acropora_002807,Acropora_005832,Acropora_007566,Acropora_018649,Acropora_021516,Acropora_025219"
NA,NA,NA,NA,mediumpurple3,NA,GO:0051480,regulation of cytosolic calcium ion conc...,128,10,3.77,0.00432,Biological_Process,"Acropora_003341,Acropora_006729,Acropora_006778,Acropora_009057,Acropora_013307,Acropora_015396,Acropora_017932,Acropora_018244,Acropora_019467,Acropora_022158"
NA,NA,NA,NA,mediumpurple3,NA,GO:0007204,positive regulation of cytosolic calcium...,120,8,3.53,0.00726,Biological_Process,"Acropora_006729,Acropora_006778,Acropora_009057,Acropora_013307,Acropora_015396,Acropora_017932,Acropora_018244,Acropora_019467"
NA,NA,NA,NA,mediumpurple3,NA,GO:0016553,base conversion or substitution editing,5,2,0.15,0.00813,Biological_Process,"Acropora_008863,Acropora_011005"
NA,NA,NA,NA,orangered4,NA,GO:0032476,polyprenyl diphosphate synthase complex,6,2,0.09,0.0029,Cellular_Component,"Acropora_002544,Acropora_013390"
NA,NA,NA,NA,orangered4,NA,GO:0019898,extrinsic component of membrane,184,6,2.63,0.0076,Cellular_Component,"Acropora_006839,Acropora_012061,Acropora_012972,Acropora_017981,Acropora_022888,Acropora_024490"
NA,NA,NA,NA,orangered4,NA,GO:1904978,regulation of endosome organization,6,2,0.09,0.0031,Biological_Process,"Acropora_009023,Acropora_014969"
NA,NA,NA,NA,orangered4,NA,GO:0048087,positive regulation of developmental pig...,8,2,0.12,0.0056,Biological_Process,"Acropora_014969,Acropora_017981"
NA,NA,NA,NA,orangered4,NA,GO:0035634,response to stilbenoid,8,2,0.12,0.0056,Biological_Process,"Acropora_006677,Acropora_009023"
NA,NA,NA,NA,orangered4,NA,GO:0006082,organic acid metabolic process,649,10,9.5,0.0058,Biological_Process,"Acropora_005490,Acropora_006677,Acropora_008464,Acropora_008976,Acropora_009023,Acropora_014940,Acropora_015782,Acropora_017856,Acropora_019512,Acropora_028047"
NA,NA,NA,NA,plum1,NA,GO:0034185,apolipoprotein binding,9,2,0.06,0.0016,Molecular_Function,"Acropora_001653,Acropora_019150"
NA,NA,NA,NA,plum1,NA,GO:0000287,magnesium ion binding,103,4,0.7,0.0051,Molecular_Function,"Acropora_003982,Acropora_004640,Acropora_006657,Acropora_017985"
NA,NA,NA,NA,plum1,NA,GO:0017147,Wnt-protein binding,21,2,0.14,0.0088,Molecular_Function,"Acropora_001653,Acropora_019150"
NA,NA,NA,NA,red,NA,GO:0051287,NAD binding,23,14,6.69,0.0024,Molecular_Function,"Acropora_004049,Acropora_004543,Acropora_007035,Acropora_009112,Acropora_010414,Acropora_010709,Acropora_014571,Acropora_015445,Acropora_017737,Acropora_018289,Acropora_018415,Acropora_021804,Acropora_028481,Acropora_34492"
NA,NA,NA,NA,red,NA,GO:0003723,RNA binding,541,166,157.35,0.0083,Molecular_Function,"Acropora_000372,Acropora_000388,Acropora_000448,Acropora_000498,Acropora_000690,Acropora_000763,Acropora_000798,Acropora_001112,Acropora_001123,Acropora_001133,Acropora_001329,Acropora_001538,Acropora_001681,Acropora_001925,Acropora_002126,Acropora_002133,Acropora_002138,Acropora_002437,Acropora_002491,Acropora_002625,Acropora_002790,Acropora_002822,Acropora_003203,Acropora_003372,Acropora_003427,Acropora_003837,Acropora_003884,Acropora_003918,Acropora_003920,Acropora_004146,Acropora_004177,Acropora_004635,Acropora_004799,Acropora_005395,Acropora_005522,Acropora_005694,Acropora_005706,Acropora_005766,Acropora_005830,Acropora_005842,Acropora_005943,Acropora_005953,Acropora_006112,Acropora_006346,Acropora_006553,Acropora_006623,Acropora_006635,Acropora_006968,Acropora_006987,Acropora_007262,Acropora_007969,Acropora_007994,Acropora_008561,Acropora_008640,Acropora_008766,Acropora_008777,Acropora_009031,Acropora_009127,Acropora_009163,Acropora_009236,Acropora_009254,Acropora_009332,Acropora_010314,Acropora_010692,Acropora_011048,Acropora_011147,Acropora_011577,Acropora_011709,Acropora_012973,Acropora_013097,Acropora_013115,Acropora_013350,Acropora_013417,Acropora_013509,Acropora_013751,Acropora_013814,Acropora_014090,Acropora_014568,Acropora_014713,Acropora_014805,Acropora_014958,Acropora_014963,Acropora_015082,Acropora_015326,Acropora_015329,Acropora_015330,Acropora_015569,Acropora_015879,Acropora_015989,Acropora_016055,Acropora_017276,Acropora_017876,Acropora_017923,Acropora_018051,Acropora_018108,Acropora_018197,Acropora_018272,Acropora_018294,Acropora_018680,Acropora_018683,Acropora_018714,Acropora_018719,Acropora_018760,Acropora_019391,Acropora_019487,Acropora_019557,Acropora_019652,Acropora_019838,Acropora_020058,Acropora_020145,Acropora_020200,Acropora_020760,Acropora_022149,Acropora_022197,Acropora_022334,Acropora_022397,Acropora_022463,Acropora_022484,Acropora_022522,Acropora_022635,Acropora_022662,Acropora_022670,Acropora_022711,Acropora_022712,Acropora_022810,Acropora_023024,Acropora_023130,Acropora_023227,Acropora_023488,Acropora_023788,Acropora_023981,Acropora_024054,Acropora_024080,Acropora_024151,Acropora_024231,Acropora_024967,Acropora_025494,Acropora_025502,Acropora_026085,Acropora_026179,Acropora_026180,Acropora_026243,Acropora_026334,Acropora_026374,Acropora_026408,Acropora_026415,Acropora_026827,Acropora_026935,Acropora_027113,Acropora_027578,Acropora_027789,Acropora_027837,Acropora_028285,Acropora_029352,Acropora_029756,Acropora_029934,Acropora_029948,Acropora_030107,Acropora_031189,Acropora_031296,Acropora_031475,Acropora_031542,Acropora_031749,Acropora_033091,Acropora_033151,Acropora_34163"
NA,NA,NA,NA,red,NA,GO:0043209,myelin sheath,97,46,28.39,4.3e-4,Cellular_Component,"Acropora_000509,Acropora_001223,Acropora_001602,Acropora_002386,Acropora_002516,Acropora_003399,Acropora_004170,Acropora_007499,Acropora_007532,Acropora_008280,Acropora_008688,Acropora_010414,Acropora_011084,Acropora_013038,Acropora_013355,Acropora_013376,Acropora_013380,Acropora_013932,Acropora_015024,Acropora_015272,Acropora_015333,Acropora_015429,Acropora_015603,Acropora_016108,Acropora_017439,Acropora_017491,Acropora_018760,Acropora_020521,Acropora_020551,Acropora_022113,Acropora_022896,Acropora_023020,Acropora_024908,Acropora_024925,Acropora_026935,Acropora_028066,Acropora_028233,Acropora_028611,Acropora_029621,Acropora_029738,Acropora_029739,Acropora_031118,Acropora_031913,Acropora_031959,Acropora_34345,Acropora_34492"
NA,NA,NA,NA,red,NA,GO:0019774,"proteasome core complex, beta-subunit co...",8,7,2.34,0.00109,Cellular_Component,"Acropora_002137,Acropora_002399,Acropora_004555,Acropora_009772,Acropora_013764,Acropora_018461,Acropora_024254"
NA,NA,NA,NA,red,NA,GO:0019773,"proteasome core complex, alpha-subunit c...",7,6,2.05,0.00328,Cellular_Component,"Acropora_000542,Acropora_002790,Acropora_012977,Acropora_017276,Acropora_017802,Acropora_029691"
NA,NA,NA,NA,red,NA,GO:0097433,dense body,6,5,1.76,0.00972,Cellular_Component,"Acropora_008080,Acropora_018683,Acropora_022532,Acropora_022536,Acropora_022574"
NA,NA,NA,NA,red,NA,GO:0045261,proton-transporting ATP synthase complex...,6,5,1.76,0.00972,Cellular_Component,"Acropora_001223,Acropora_011084,Acropora_015429,Acropora_028066,Acropora_030056"
NA,NA,NA,NA,red,NA,GO:0006614,SRP-dependent cotranslational protein ta...,59,52,17.21,6.9e-20,Biological_Process,"Acropora_000372,Acropora_000498,Acropora_000798,Acropora_001112,Acropora_001516,Acropora_002625,Acropora_002822,Acropora_003920,Acropora_004635,Acropora_005395,Acropora_005694,Acropora_006038,Acropora_006112,Acropora_007522,Acropora_008946,Acropora_009127,Acropora_009163,Acropora_009236,Acropora_010336,Acropora_011045,Acropora_012973,Acropora_013814,Acropora_014568,Acropora_014963,Acropora_015879,Acropora_018197,Acropora_018272,Acropora_018410,Acropora_018750,Acropora_020193,Acropora_021741,Acropora_021950,Acropora_022117,Acropora_022484,Acropora_023130,Acropora_023488,Acropora_023788,Acropora_024967,Acropora_026179,Acropora_026180,Acropora_026237,Acropora_026343,Acropora_026374,Acropora_026400,Acropora_026415,Acropora_026827,Acropora_027374,Acropora_027837,Acropora_027916,Acropora_029756,Acropora_029934,Acropora_031296"
NA,NA,NA,NA,red,NA,GO:0006413,translational initiation,123,67,35.88,7.3e-17,Biological_Process,"Acropora_000372,Acropora_000498,Acropora_000763,Acropora_000798,Acropora_001112,Acropora_001516,Acropora_001681,Acropora_002625,Acropora_002822,Acropora_003920,Acropora_004146,Acropora_004635,Acropora_005395,Acropora_005694,Acropora_006038,Acropora_006112,Acropora_006644,Acropora_007262,Acropora_007862,Acropora_008777,Acropora_008946,Acropora_009127,Acropora_009163,Acropora_009236,Acropora_009254,Acropora_010336,Acropora_010608,Acropora_011045,Acropora_011048,Acropora_012973,Acropora_013445,Acropora_013814,Acropora_014568,Acropora_014958,Acropora_014963,Acropora_015879,Acropora_017876,Acropora_018197,Acropora_018272,Acropora_018410,Acropora_018680,Acropora_018750,Acropora_020193,Acropora_020200,Acropora_021741,Acropora_021950,Acropora_022117,Acropora_022149,Acropora_022484,Acropora_023024,Acropora_023130,Acropora_023788,Acropora_023865,Acropora_024345,Acropora_024967,Acropora_026085,Acropora_026179,Acropora_026343,Acropora_026374,Acropora_026415,Acropora_026827,Acropora_027374,Acropora_027578,Acropora_027837,Acropora_029756,Acropora_029948,Acropora_031296"
NA,NA,NA,NA,red,NA,GO:0043043,peptide biosynthetic process,272,134,79.33,3.4e-13,Biological_Process,"Acropora_000372,Acropora_000374,Acropora_000378,Acropora_000388,Acropora_000498,Acropora_000798,Acropora_001112,Acropora_001123,Acropora_001516,Acropora_001681,Acropora_002126,Acropora_002134,Acropora_002163,Acropora_002244,Acropora_002437,Acropora_002539,Acropora_002625,Acropora_002822,Acropora_003231,Acropora_003372,Acropora_003793,Acropora_003920,Acropora_004146,Acropora_004635,Acropora_005395,Acropora_005694,Acropora_005818,Acropora_005903,Acropora_006038,Acropora_006112,Acropora_006346,Acropora_006553,Acropora_006623,Acropora_006644,Acropora_007262,Acropora_007495,Acropora_007602,Acropora_007862,Acropora_007937,Acropora_008561,Acropora_008946,Acropora_009127,Acropora_009163,Acropora_009236,Acropora_009254,Acropora_009323,Acropora_009765,Acropora_009812,Acropora_010002,Acropora_010264,Acropora_010336,Acropora_010575,Acropora_010608,Acropora_010615,Acropora_011045,Acropora_011147,Acropora_012973,Acropora_013000,Acropora_013097,Acropora_013115,Acropora_013190,Acropora_013445,Acropora_013754,Acropora_013814,Acropora_014568,Acropora_014805,Acropora_014958,Acropora_014963,Acropora_015569,Acropora_015761,Acropora_015878,Acropora_015879,Acropora_015989,Acropora_017433,Acropora_017737,Acropora_017926,Acropora_017937,Acropora_018197,Acropora_018272,Acropora_018410,Acropora_018680,Acropora_018719,Acropora_018750,Acropora_019380,Acropora_019487,Acropora_020150,Acropora_020193,Acropora_020200,Acropora_020291,Acropora_020760,Acropora_021741,Acropora_021950,Acropora_022117,Acropora_022149,Acropora_022334,Acropora_022363,Acropora_022380,Acropora_022484,Acropora_022635,Acropora_022670,Acropora_022800,Acropora_023024,Acropora_023130,Acropora_023227,Acropora_023788,Acropora_024080,Acropora_024151,Acropora_024345,Acropora_024967,Acropora_026085,Acropora_026152,Acropora_026179,Acropora_026334,Acropora_026343,Acropora_026374,Acropora_026415,Acropora_026827,Acropora_026935,Acropora_027113,Acropora_027374,Acropora_027578,Acropora_027789,Acropora_027837,Acropora_028054,Acropora_028299,Acropora_028300,Acropora_028481,Acropora_029756,Acropora_029948,Acropora_030572,Acropora_031049,Acropora_031296,Acropora_031542,Acropora_033483"
NA,NA,NA,NA,red,NA,GO:0043604,amide biosynthetic process,345,167,100.62,7e-13,Biological_Process,"Acropora_000372,Acropora_000374,Acropora_000378,Acropora_000388,Acropora_000498,Acropora_000798,Acropora_001112,Acropora_001123,Acropora_001516,Acropora_001635,Acropora_001681,Acropora_002126,Acropora_002134,Acropora_002163,Acropora_002244,Acropora_002386,Acropora_002437,Acropora_002539,Acropora_002625,Acropora_002822,Acropora_003231,Acropora_003372,Acropora_003793,Acropora_003920,Acropora_004146,Acropora_004635,Acropora_005395,Acropora_005694,Acropora_005795,Acropora_005818,Acropora_006038,Acropora_006112,Acropora_006346,Acropora_006553,Acropora_006623,Acropora_006644,Acropora_006972,Acropora_007262,Acropora_007495,Acropora_007602,Acropora_007862,Acropora_007926,Acropora_007937,Acropora_008431,Acropora_008561,Acropora_008946,Acropora_009127,Acropora_009163,Acropora_009236,Acropora_009254,Acropora_009323,Acropora_009765,Acropora_009812,Acropora_010002,Acropora_010264,Acropora_010336,Acropora_010414,Acropora_010484,Acropora_010575,Acropora_010608,Acropora_010615,Acropora_011045,Acropora_011071,Acropora_011147,Acropora_012519,Acropora_012599,Acropora_012973,Acropora_013000,Acropora_013097,Acropora_013115,Acropora_013190,Acropora_013445,Acropora_013754,Acropora_013814,Acropora_014568,Acropora_014805,Acropora_014817,Acropora_014927,Acropora_014958,Acropora_014963,Acropora_015272,Acropora_015443,Acropora_015569,Acropora_015761,Acropora_015878,Acropora_015879,Acropora_015989,Acropora_017433,Acropora_017796,Acropora_017937,Acropora_018006,Acropora_018197,Acropora_018272,Acropora_018410,Acropora_018585,Acropora_018680,Acropora_018719,Acropora_018750,Acropora_019380,Acropora_019465,Acropora_019487,Acropora_019715,Acropora_019981,Acropora_020150,Acropora_020186,Acropora_020193,Acropora_020200,Acropora_020291,Acropora_020760,Acropora_021741,Acropora_021950,Acropora_022117,Acropora_022149,Acropora_022334,Acropora_022363,Acropora_022380,Acropora_022484,Acropora_022635,Acropora_022670,Acropora_022800,Acropora_023024,Acropora_023130,Acropora_023227,Acropora_023753,Acropora_023788,Acropora_024080,Acropora_024151,Acropora_024345,Acropora_024404,Acropora_024967,Acropora_025673,Acropora_026085,Acropora_026152,Acropora_026179,Acropora_026334,Acropora_026343,Acropora_026374,Acropora_026415,Acropora_026827,Acropora_026935,Acropora_027113,Acropora_027374,Acropora_027523,Acropora_027578,Acropora_027789,Acropora_027837,Acropora_027896,Acropora_027996,Acropora_028054,Acropora_028299,Acropora_028300,Acropora_028443,Acropora_028481,Acropora_029429,Acropora_029756,Acropora_029948,Acropora_030047,Acropora_030053,Acropora_030572,Acropora_031049,Acropora_031215,Acropora_031244,Acropora_031296,Acropora_031338,Acropora_031542,Acropora_033483,Acropora_34340"
NA,NA,NA,NA,red,NA,GO:0006886,intracellular protein transport,643,219,187.54,4.2e-7,Biological_Process,"Acropora_000325,Acropora_000372,Acropora_000498,Acropora_000690,Acropora_000798,Acropora_001112,Acropora_001254,Acropora_001516,Acropora_001861,Acropora_001919,Acropora_001965,Acropora_002078,Acropora_002087,Acropora_002145,Acropora_002244,Acropora_002432,Acropora_002531,Acropora_002614,Acropora_002625,Acropora_002637,Acropora_002715,Acropora_002803,Acropora_002822,Acropora_002968,Acropora_003068,Acropora_003070,Acropora_003203,Acropora_003234,Acropora_003840,Acropora_003918,Acropora_003920,Acropora_004015,Acropora_004177,Acropora_004203,Acropora_004207,Acropora_004483,Acropora_004511,Acropora_004635,Acropora_004797,Acropora_005395,Acropora_005492,Acropora_005522,Acropora_005694,Acropora_005724,Acropora_005957,Acropora_006038,Acropora_006112,Acropora_006195,Acropora_006879,Acropora_007214,Acropora_007393,Acropora_007494,Acropora_007522,Acropora_007528,Acropora_007687,Acropora_008065,Acropora_008240,Acropora_008683,Acropora_008946,Acropora_008954,Acropora_008997,Acropora_009056,Acropora_009127,Acropora_009163,Acropora_009236,Acropora_009859,Acropora_010171,Acropora_010264,Acropora_010306,Acropora_010336,Acropora_010386,Acropora_011045,Acropora_011166,Acropora_011377,Acropora_011590,Acropora_012973,Acropora_012982,Acropora_013133,Acropora_013267,Acropora_013274,Acropora_013380,Acropora_013418,Acropora_013424,Acropora_013582,Acropora_013591,Acropora_013599,Acropora_013632,Acropora_013683,Acropora_013693,Acropora_013751,Acropora_013814,Acropora_014141,Acropora_014568,Acropora_014682,Acropora_014693,Acropora_014963,Acropora_015152,Acropora_015165,Acropora_015182,Acropora_015280,Acropora_015338,Acropora_015349,Acropora_015490,Acropora_015879,Acropora_016042,Acropora_016108,Acropora_016389,Acropora_017551,Acropora_017729,Acropora_017894,Acropora_017898,Acropora_017922,Acropora_017926,Acropora_018051,Acropora_018104,Acropora_018197,Acropora_018269,Acropora_018272,Acropora_018390,Acropora_018410,Acropora_018412,Acropora_018486,Acropora_018682,Acropora_018714,Acropora_018750,Acropora_018760,Acropora_018762,Acropora_019179,Acropora_019509,Acropora_019649,Acropora_019697,Acropora_019798,Acropora_019849,Acropora_019886,Acropora_019931,Acropora_019949,Acropora_020145,Acropora_020193,Acropora_020244,Acropora_020341,Acropora_020514,Acropora_020619,Acropora_020638,Acropora_021704,Acropora_021741,Acropora_021811,Acropora_021883,Acropora_021950,Acropora_022117,Acropora_022145,Acropora_022189,Acropora_022197,Acropora_022213,Acropora_022463,Acropora_022484,Acropora_022563,Acropora_022601,Acropora_022623,Acropora_022690,Acropora_022694,Acropora_022832,Acropora_022851,Acropora_022923,Acropora_023130,Acropora_023159,Acropora_023324,Acropora_023488,Acropora_023753,Acropora_023788,Acropora_024078,Acropora_024139,Acropora_024240,Acropora_024331,Acropora_024419,Acropora_024516,Acropora_024967,Acropora_025983,Acropora_026034,Acropora_026179,Acropora_026180,Acropora_026235,Acropora_026237,Acropora_026343,Acropora_026369,Acropora_026374,Acropora_026400,Acropora_026415,Acropora_026805,Acropora_026819,Acropora_026827,Acropora_027374,Acropora_027837,Acropora_027860,Acropora_027916,Acropora_028010,Acropora_028230,Acropora_028239,Acropora_028277,Acropora_028443,Acropora_028611,Acropora_029353,Acropora_029756,Acropora_029804,Acropora_029808,Acropora_029818,Acropora_029904,Acropora_029934,Acropora_030108,Acropora_030345,Acropora_030931,Acropora_031062,Acropora_031076,Acropora_031215,Acropora_031252,Acropora_031296,Acropora_031913,Acropora_031959,Acropora_34093,Acropora_34345"
