"","Acer_1089","Acer_1090","Acer_1091","Acer_1092","Acer_1097","Acer_1098","Acer_1099","Acer_1100","Acer_2263","Acer_2265","Acer_2266","Acer_2267","Acer_2268","Acer_2382","Acer_2384"
"Symbiodinium48159",4,43,116,40,30,0,0,0,11,0,0,57,52,29,123
"Symbiodinium48160",13,0,73,11,0,327,0,0,32,0,0,17,10,0,22
"Symbiodinium48161",43,78,88,57,3,0,113,0,156,23,179,76,18,91,188
"Symbiodinium48162",11,40,3,19,0,0,0,0,0,66,6,13,134,15,31
"Symbiodinium48163",5,20,21,16,0,0,0,0,37,102,80,28,2,23,0
"Symbiodinium48165",63,45,78,151,0,3,20,0,48,4,242,0,137,90,0
"Symbiodinium48167",0,0,62,20,0,0,75,0,19,0,0,36,0,12,11
"Symbiodinium48176",15,7,22,28,0,0,3,0,23,0,25,0,2,15,0
"Symbiodinium48179",14,16,5,0,0,0,29,0,0,10,97,62,1,38,72
"Symbiodinium48181",0,0,0,0,0,3,96,0,0,0,3,28,0,13,0
"Symbiodinium48182",9,18,70,92,0,232,79,0,111,0,139,4,1,38,37
"Symbiodinium48185",22,5,113,6,0,0,0,0,62,49,69,17,38,45,0
"Symbiodinium48186",34,32,39,38,0,0,0,0,107,0,0,54,2,46,181
"Symbiodinium48190",78,89,340,122,152,9,167,0,67,412,81,183,105,71,321
"Symbiodinium48192",13,0,23,4,17,0,0,0,183,0,89,42,71,17,11
"Symbiodinium48193",1,13,164,50,17,0,58,0,37,91,0,42,57,0,1
"Symbiodinium48194",50,37,4,0,0,0,0,0,0,0,7,5,0,9,0
"Symbiodinium48195",276,167,740,304,0,0,5,0,139,437,385,365,433,171,51
"Symbiodinium48196",9,0,0,37,0,9,0,0,5,24,34,0,20,21,14
"Symbiodinium48197",0,0,10,15,0,0,0,0,0,0,0,6,0,0,53
"Symbiodinium48201",108,28,144,63,9,0,4,0,69,120,287,129,64,43,56
"Symbiodinium48203",0,2,0,20,0,0,64,0,37,70,44,0,17,12,1
"Symbiodinium48206",7,7,26,31,111,0,0,0,64,0,0,6,31,22,35
"Symbiodinium48213",16,0,14,8,2,0,30,0,34,0,37,16,0,0,3
"Symbiodinium48214",13,0,22,0,231,0,0,0,9,0,43,0,27,0,25
"Symbiodinium48216",82,45,82,73,0,92,33,0,78,190,17,209,27,60,38
"Symbiodinium48218",603,180,2035,852,11,10,134,0,271,559,612,1060,409,200,814
"Symbiodinium48219",0,33,93,0,42,0,31,0,26,64,57,0,10,4,97
"Symbiodinium48220",14,0,12,5,0,0,34,0,1,29,0,37,4,33,23
"Symbiodinium48224",20,47,111,56,9,0,122,0,61,0,0,73,64,50,69
"Symbiodinium48227",20,46,36,2,42,0,1,0,70,104,36,90,117,12,54
"Symbiodinium48228",12,0,0,0,0,0,0,0,32,0,0,36,1,6,0
"Symbiodinium48231",33,0,0,2,0,0,58,0,16,0,101,34,85,11,0
"Symbiodinium48233",14,0,0,0,4,0,0,0,0,0,59,80,0,49,40
"Symbiodinium48234",106,55,537,232,183,0,411,0,207,129,154,283,26,135,210
"Symbiodinium48237",0,7,45,10,0,0,0,0,43,0,0,28,0,0,40
"Symbiodinium48239",81,58,258,108,0,0,120,0,120,321,183,144,126,86,384
"Symbiodinium48242",0,0,0,21,0,0,0,0,0,0,0,0,0,10,0
"Symbiodinium48244",0,15,0,0,87,0,0,0,40,0,0,0,0,3,3
"Symbiodinium48245",0,10,16,0,0,0,2,0,1,0,28,28,31,7,1
"Symbiodinium48247",21,4,42,19,0,0,0,0,17,0,0,17,0,10,0
"Symbiodinium48249",0,0,12,0,0,0,74,0,40,0,52,105,0,11,102
"Symbiodinium48251",0,0,39,10,16,0,0,0,2,18,22,6,1,2,138
"Symbiodinium48257",0,10,0,10,0,0,0,0,15,0,0,13,0,25,0
"Symbiodinium48258",23,4,0,1,0,0,0,0,8,1,17,15,2,17,38
"Symbiodinium48259",2,13,0,4,165,0,23,0,0,0,33,30,4,15,0
"Symbiodinium48261",0,0,26,1,135,0,0,0,41,12,0,0,0,2,0
"Symbiodinium48262",40,20,115,114,153,3,0,0,40,22,90,25,176,39,18
"Symbiodinium48265",0,2,9,18,0,0,116,0,25,14,27,0,3,32,0
"Symbiodinium48270",78,158,407,107,18,1,211,0,52,0,17,180,134,83,249
"Symbiodinium48275",12,6,0,14,38,0,0,0,73,0,0,0,0,5,0
"Symbiodinium48276",60,0,81,31,0,71,43,0,68,90,9,43,9,26,56
"Symbiodinium48278",21,1,4,9,0,27,0,0,72,0,19,0,11,15,57
"Symbiodinium48279",29,0,0,10,12,16,8,0,0,0,35,0,14,6,24
"Symbiodinium48281",97,113,299,156,0,10,79,0,196,408,569,355,57,49,88
"Symbiodinium48283",13,15,16,72,127,0,0,0,3,0,18,0,3,6,0
"Symbiodinium48284",70,34,67,61,418,0,122,0,28,96,45,156,6,24,78
"Symbiodinium48286",60,27,146,96,0,0,62,0,107,156,369,153,18,97,225
"Symbiodinium48287",64,11,75,42,0,76,41,0,18,0,0,20,1,16,1
"Symbiodinium48288",11,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"Symbiodinium48294",214,139,519,122,168,6,278,0,236,288,297,481,158,197,677
"Symbiodinium48296",5,20,53,8,0,0,0,0,76,2,0,16,0,0,15
"Symbiodinium48297",9,9,0,7,0,352,0,0,24,6,44,0,0,3,0
"Symbiodinium48300",7,0,0,18,0,0,0,0,0,0,0,0,0,12,13
"Symbiodinium48301",33,15,0,14,0,0,5,0,2,1,31,31,31,30,62
"Symbiodinium48303",23,19,68,19,0,0,0,0,81,0,31,59,22,44,51
"Symbiodinium48304",0,7,49,0,0,0,0,0,4,0,0,13,32,7,1
"Symbiodinium48310",24,5,7,9,138,0,0,0,0,0,82,0,27,20,0
"Symbiodinium48313",4,12,55,14,0,0,0,0,56,14,37,48,2,29,40
"Symbiodinium48314",14,0,0,22,0,0,0,0,19,0,46,22,0,22,35
"Symbiodinium48315",57,36,76,61,13,0,2,0,18,26,55,57,55,24,45
"Symbiodinium48316",51,5,18,57,0,0,45,0,20,57,9,51,28,56,61
"Symbiodinium48317",0,0,0,0,0,168,19,0,36,3,56,53,0,2,1
"Symbiodinium48319",10,0,0,16,20,0,0,0,18,21,57,25,0,19,9
"Symbiodinium48320",28,23,66,0,0,0,0,0,0,0,32,10,0,13,41
"Symbiodinium48322",7,16,22,11,0,43,52,0,56,43,34,18,0,32,19
"Symbiodinium48325",17,18,0,0,0,0,16,0,29,71,149,76,0,13,135
"Symbiodinium48333",45,11,23,106,1,0,10,0,45,67,67,38,70,38,92
"Symbiodinium48334",0,19,0,0,0,0,0,0,0,35,56,20,23,15,0
"Symbiodinium48338",125,33,159,40,0,0,7,0,95,97,60,146,3,42,152
"Symbiodinium48339",0,10,0,0,0,0,18,0,17,45,2,0,0,18,62
"Symbiodinium48340",23,8,40,7,8,67,29,0,9,0,13,3,27,37,13
"Symbiodinium48347",29,0,0,0,0,0,0,0,19,8,0,0,20,8,0
"Symbiodinium48348",50,2,13,28,151,0,0,0,28,0,0,0,0,8,112
"Symbiodinium48350",47,9,90,51,0,0,0,0,106,0,11,31,3,17,21
"Symbiodinium48351",12,4,89,1,205,0,16,0,61,34,15,25,0,22,41
"Symbiodinium48356",57,56,124,97,526,300,227,0,61,91,225,23,82,29,324
"Symbiodinium48358",0,0,12,66,0,0,33,0,15,0,49,13,0,9,0
"Symbiodinium48359",8,6,96,3,0,0,0,0,47,0,28,14,19,26,2
"Symbiodinium48363",9,2,29,0,0,0,23,0,26,35,13,16,15,22,1
"Symbiodinium48366",55,24,161,66,113,0,72,0,37,12,111,92,99,15,6
"Symbiodinium48367",0,3,100,7,0,0,0,0,0,0,13,15,4,5,3
"Symbiodinium48369",15,1,0,1,0,0,44,0,32,0,9,0,0,0,0
"Symbiodinium48370",16,0,21,7,0,0,2,0,0,36,0,17,2,0,1
"Symbiodinium48372",7,9,62,23,0,0,0,0,17,0,31,0,0,18,3
"Symbiodinium48378",19,0,69,1,0,0,0,0,44,0,11,60,9,51,4
"Symbiodinium48379",5,3,42,22,0,88,0,0,1,53,37,23,12,0,0
"Symbiodinium48380",18,19,30,4,26,0,0,0,0,1,0,11,5,24,64
"Symbiodinium48384",192,273,1069,534,77,100,670,0,456,712,305,647,379,217,808
"Symbiodinium48390",41,13,2,27,0,0,20,0,152,0,111,95,18,37,182
"Symbiodinium48391",20,25,43,26,24,0,39,0,66,0,4,16,14,11,258
"Symbiodinium48393",27,21,16,14,0,0,0,0,8,51,0,0,7,17,0
"Symbiodinium48394",21,4,40,15,0,0,0,0,19,72,39,13,0,0,0
"Symbiodinium48395",17,25,54,7,0,2,4,0,12,0,33,0,14,12,8
"Symbiodinium48397",4,4,34,7,0,0,0,0,0,29,44,14,16,15,0
"Symbiodinium484",0,0,0,0,0,0,40,0,0,0,0,0,0,0,53
"Symbiodinium48400",0,3,23,16,0,0,16,0,16,69,24,29,5,5,12
"Symbiodinium48406",17,39,31,12,0,0,61,0,72,70,68,122,6,31,34
"Symbiodinium48407",1,2,22,0,0,0,0,0,63,0,0,0,0,4,0
"Symbiodinium48408",52,35,74,74,2,0,216,0,15,103,54,85,5,15,177
"Symbiodinium48409",16,0,0,0,0,0,0,0,0,0,40,0,0,2,0
"Symbiodinium48411",27,16,19,5,0,0,19,0,21,72,39,50,21,5,11
"Symbiodinium48412",23,11,13,14,0,0,0,0,7,0,0,54,46,19,1
"Symbiodinium48416",24,25,16,33,0,0,38,0,66,0,0,0,17,37,22
"Symbiodinium48417",63,9,78,35,0,0,49,0,10,56,174,2,48,3,86
"Symbiodinium4842",22,17,76,25,1,0,0,0,79,0,0,0,15,30,0
"Symbiodinium48420",30,2,48,9,0,0,2,0,0,0,33,0,0,18,0
"Symbiodinium48429",212,136,823,323,599,175,475,0,281,308,573,473,191,303,535
"Symbiodinium48432",9,0,16,0,94,438,0,0,23,0,0,0,13,11,0
"Symbiodinium48438",4,6,53,0,35,0,39,0,16,0,0,37,0,13,0
"Symbiodinium48439",82,15,49,18,0,0,18,0,98,38,114,82,53,32,124
"Symbiodinium48444",9,14,41,4,346,0,29,0,152,75,137,27,0,68,221
"Symbiodinium48445",57,1,123,3,0,0,0,0,8,0,74,19,0,18,18
"Symbiodinium48448",20,11,42,40,0,0,0,0,42,0,2,0,0,31,0
"Symbiodinium48449",32,27,174,45,321,21,145,0,98,63,183,154,39,78,174
"Symbiodinium48459",9,0,0,0,0,0,5,0,36,0,10,0,28,29,115
"Symbiodinium48461",15,9,6,10,0,0,0,0,54,1,0,0,0,15,80
"Symbiodinium48464",8,0,0,0,44,0,0,0,0,0,3,0,1,3,31
"Symbiodinium48465",1,4,17,0,0,0,0,0,12,54,0,26,0,1,8
"Symbiodinium48466",46,5,40,29,203,127,65,0,0,0,95,14,0,21,32
"Symbiodinium48470",2,6,16,16,0,0,10,0,10,0,34,18,6,17,0
"Symbiodinium48472",26,0,1,54,4,17,26,0,30,84,23,34,46,20,17
"Symbiodinium48477",28,38,24,71,13,0,49,0,149,177,35,93,89,29,159
"Symbiodinium48479",34,16,97,0,54,0,0,0,59,37,8,56,7,41,97
"Symbiodinium48480",3,5,0,11,0,0,0,0,0,11,0,1,2,7,9
"Symbiodinium48481",59,72,236,47,1,0,28,0,117,29,176,98,53,42,221
"Symbiodinium48482",379,389,1533,649,482,73,1065,0,451,555,866,855,544,207,1181
"Symbiodinium48484",21,2,6,0,0,0,54,0,0,0,0,0,0,4,8
"Symbiodinium48486",23,10,94,69,35,0,18,0,94,205,0,0,37,27,33
"Symbiodinium48487",104,243,573,348,785,92,488,0,271,193,162,172,148,210,471
"Symbiodinium48492",12,11,5,39,0,0,20,0,22,63,9,124,22,34,136
"Symbiodinium48493",9,9,0,0,59,0,0,0,14,0,0,16,8,18,2
"Symbiodinium48494",7,5,0,24,295,0,0,0,15,0,60,23,59,9,0
"Symbiodinium48495",2,4,0,0,1,0,0,0,17,0,0,13,0,0,0
"Symbiodinium48499",9,55,41,20,1,0,0,0,18,0,114,30,57,22,24
"Symbiodinium485",27,45,182,18,0,3,162,0,36,66,159,85,55,21,91
"Symbiodinium48504",0,0,28,0,0,0,0,0,0,0,0,20,28,1,0
"Symbiodinium48507",0,4,0,13,0,0,4,0,41,0,1,43,8,15,25
"Symbiodinium48510",44,6,26,27,0,0,1,0,17,175,8,39,1,17,83
"Symbiodinium48513",36,2,84,37,0,0,0,0,11,0,43,11,10,16,18
"Symbiodinium48515",21,6,26,52,0,0,0,0,31,0,43,14,22,15,43
"Symbiodinium48516",30,17,17,8,70,0,0,0,89,159,38,26,18,16,3
"Symbiodinium48518",7,4,13,18,0,1,0,0,34,68,47,21,48,1,10
"Symbiodinium48520",47,10,24,21,4,25,7,0,41,28,70,46,17,84,48
"Symbiodinium48522",14,6,5,33,0,0,0,0,71,77,14,43,81,9,32
"Symbiodinium48524",8,6,6,0,0,0,0,0,22,3,0,30,13,2,52
"Symbiodinium48525",21,4,16,0,319,0,34,0,18,69,0,84,1,6,1
"Symbiodinium48529",12,22,50,38,2,0,75,0,4,0,79,49,49,34,93
"Symbiodinium48530",12,0,73,20,111,0,181,0,33,72,77,33,39,43,74
"Symbiodinium48540",16,0,17,31,0,0,0,0,3,0,0,0,0,0,0
"Symbiodinium48541",168,242,789,498,3406,643,698,0,271,291,518,332,161,249,660
"Symbiodinium48545",18,19,32,8,0,2,106,0,3,75,16,1,26,17,0
"Symbiodinium48551",25,13,19,3,0,0,0,0,62,0,40,20,1,11,0
"Symbiodinium48554",29,23,98,38,88,165,9,0,86,33,25,147,50,17,120
"Symbiodinium48555",1,0,41,29,1,40,42,0,21,5,64,116,13,21,38
"Symbiodinium48558",0,0,74,0,218,0,43,0,45,40,11,3,0,9,57
"Symbiodinium48562",18,22,26,15,0,0,28,0,4,0,11,59,19,39,41
"Symbiodinium48563",32,46,111,84,364,0,166,0,105,187,13,176,147,127,371
"Symbiodinium48566",52,39,29,93,46,0,51,0,51,61,145,60,27,36,72
"Symbiodinium48567",27,8,68,20,0,0,77,0,25,8,0,28,32,18,80
"Symbiodinium48568",70,99,223,124,74,46,274,0,267,129,114,88,86,106,247
"Symbiodinium48574",7,0,0,0,0,0,14,0,0,0,43,0,7,10,32
"Symbiodinium48575",0,12,38,4,3,0,0,0,7,20,41,18,32,25,0
"Symbiodinium48577",23,11,129,7,867,0,70,0,109,0,109,0,10,31,85
"Symbiodinium48578",73,36,212,132,0,0,101,0,98,1,332,121,44,49,91
"Symbiodinium48581",8,3,7,36,0,0,66,0,6,60,0,40,38,4,91
"Symbiodinium48582",32,46,87,47,11,0,57,0,40,66,107,168,42,22,42
"Symbiodinium48585",35,19,69,70,0,0,15,0,74,0,85,35,0,52,130
"Symbiodinium48586",92,51,314,221,54,0,79,0,98,187,158,283,63,79,50
"Symbiodinium48589",3,16,35,54,0,0,19,0,0,0,0,0,31,9,22
"Symbiodinium48591",0,10,49,5,11,0,0,0,0,0,0,20,4,6,0
"Symbiodinium48592",98,16,54,28,0,0,43,0,80,0,148,31,74,63,148
"Symbiodinium48593",15,0,0,0,0,0,89,0,0,0,0,0,0,0,0
"Symbiodinium48594",33,0,31,11,0,0,0,0,19,0,147,54,8,35,92
"Symbiodinium48595",18,30,159,117,444,149,187,0,20,94,37,35,41,31,0
"Symbiodinium48596",60,81,82,64,0,0,0,0,41,68,49,154,84,43,218
"Symbiodinium48600",70,20,23,19,0,0,0,0,6,51,0,15,25,22,6
"Symbiodinium48601",674,578,2923,1116,1392,505,2609,0,578,301,1489,904,538,580,3192
"Symbiodinium48602",5,7,13,57,8,0,25,0,14,10,19,5,2,2,0
"Symbiodinium48603",25,0,0,0,0,0,0,0,46,0,32,18,0,3,0
"Symbiodinium48606",186,147,615,211,0,0,139,0,242,291,581,231,20,162,629
"Symbiodinium48609",0,0,28,0,0,4,0,0,0,50,0,0,0,0,0
"Symbiodinium48611",41,0,214,13,52,0,2,0,145,207,161,116,112,31,198
"Symbiodinium48613",14,7,62,15,1,0,15,0,62,4,0,0,0,9,0
"Symbiodinium48616",6,10,11,7,9,0,0,0,13,0,56,66,13,10,39
"Symbiodinium48622",21,0,60,21,12,0,0,0,9,75,8,0,1,14,0
"Symbiodinium48623",3,1,1,22,0,0,0,0,12,0,0,0,17,8,2
"Symbiodinium48626",19,26,25,25,0,0,0,0,0,0,80,29,7,3,0
"Symbiodinium48627",7,4,0,15,193,0,0,0,45,9,0,2,93,42,59
"Symbiodinium48629",4,7,0,19,0,0,0,0,22,57,27,18,0,5,21
"Symbiodinium48630",28,0,0,0,0,0,12,0,0,0,42,21,2,7,0
"Symbiodinium48631",19,2,173,27,0,0,0,0,14,81,82,65,15,16,99
"Symbiodinium48633",36,27,24,0,0,0,24,0,85,0,85,95,3,29,96
"Symbiodinium48634",36,22,2,4,69,0,0,0,11,48,59,45,58,24,69
"Symbiodinium48635",4,0,26,0,187,0,0,0,1,26,0,11,0,2,0
"Symbiodinium48636",4,12,0,24,0,0,0,0,21,80,0,18,20,4,0
"Symbiodinium48638",26,20,11,17,0,18,0,0,87,0,9,106,6,21,179
"Symbiodinium48639",14,2,62,11,36,404,0,0,0,0,41,21,18,9,19
"Symbiodinium48640",22,2,30,0,0,0,0,0,0,1,95,2,8,15,146
"Symbiodinium48644",40,36,54,46,66,8,49,0,0,88,40,48,69,28,30
"Symbiodinium48645",70,41,185,69,0,0,33,0,30,0,58,73,84,27,65
"Symbiodinium48646",32,34,124,95,0,0,0,0,57,151,152,25,12,11,100
"Symbiodinium48647",3,6,29,15,0,4,103,0,43,3,65,27,10,12,74
"Symbiodinium48651",30,3,90,1,0,0,0,0,24,18,82,14,54,9,55
"Symbiodinium48655",4,14,1,21,19,0,0,0,14,0,0,0,21,17,42
"Symbiodinium48657",10,4,66,0,0,0,0,0,7,0,0,22,0,20,0
"Symbiodinium48658",15,11,0,9,61,1,80,0,41,60,24,20,35,33,84
"Symbiodinium48666",121,164,460,208,12,0,165,0,462,171,493,325,53,119,385
"Symbiodinium48668",2,13,11,15,0,23,0,0,56,0,5,29,1,10,30
"Symbiodinium48670",17,9,29,69,12,0,23,0,15,0,71,3,77,22,22
"Symbiodinium48672",58,22,163,21,19,0,47,0,14,69,8,45,43,33,0
"Symbiodinium48677",47,6,37,3,2,0,0,0,90,12,116,27,36,22,88
"Symbiodinium48678",68,3,97,89,0,0,2,0,39,61,85,20,60,45,86
"Symbiodinium48679",67,28,27,0,0,14,0,0,77,14,77,71,3,36,61
"Symbiodinium48681",0,4,3,15,0,0,0,0,0,0,22,0,1,0,7
"Symbiodinium48685",7,0,0,2,0,0,0,0,23,48,79,0,3,2,0
"Symbiodinium48687",26,7,23,0,0,0,55,0,11,0,21,12,27,7,0
"Symbiodinium48690",3,0,8,12,0,0,0,0,8,25,0,41,0,6,0
"Symbiodinium48693",0,4,44,22,93,0,36,0,63,58,0,23,21,8,0
"Symbiodinium48694",16,0,12,0,75,0,12,0,1,0,3,6,0,0,0
"Symbiodinium48699",0,14,12,0,0,0,6,0,2,74,267,68,0,46,0
"Symbiodinium48701",49,18,64,25,0,0,0,0,98,0,75,41,31,31,140
"Symbiodinium48702",0,14,33,13,0,1,0,0,36,85,60,35,0,6,20
"Symbiodinium48705",16,82,144,97,89,0,148,0,56,20,110,112,73,32,45
"Symbiodinium48706",50,28,67,19,203,6,57,0,32,92,37,5,95,20,34
"Symbiodinium48707",0,0,21,15,5,115,0,0,0,0,90,63,25,17,0
"Symbiodinium48708",10,0,28,22,9,0,0,0,30,24,0,0,0,1,68
"Symbiodinium48715",29,0,14,29,0,0,0,0,3,0,51,50,0,6,0
"Symbiodinium48716",0,7,2,1,0,0,91,0,11,142,84,52,0,25,231
"Symbiodinium48717",0,17,66,6,81,0,71,0,14,29,0,10,57,48,77
"Symbiodinium48719",28,38,13,53,60,6,79,0,52,0,78,51,19,23,69
"Symbiodinium48720",129,49,173,22,0,0,96,0,45,92,188,156,32,34,126
"Symbiodinium48722",1,6,37,31,0,0,0,0,0,23,0,24,0,0,37
"Symbiodinium48724",17,0,27,11,0,0,0,0,5,0,67,7,0,2,0
"Symbiodinium48725",0,8,74,33,1,0,0,0,70,11,72,128,6,18,0
"Symbiodinium48727",2,0,32,7,0,0,16,0,4,65,29,14,18,3,9
"Symbiodinium48729",21,67,219,97,0,0,49,0,94,140,96,74,36,49,110
"Symbiodinium48730",29,2,50,4,0,0,0,0,31,0,33,15,29,2,0
"Symbiodinium48732",16,0,0,0,0,0,0,0,0,0,0,0,26,0,2
"Symbiodinium48733",9,16,29,16,92,0,43,0,39,8,0,30,0,1,144
"Symbiodinium48737",2,0,53,26,0,0,0,0,28,58,0,12,5,5,0
"Symbiodinium48738",1,0,22,23,0,0,0,0,18,0,23,18,8,8,0
"Symbiodinium48739",0,18,0,23,0,0,83,0,15,0,0,16,0,5,26
"Symbiodinium48740",23,17,58,17,0,0,0,0,24,26,78,4,0,9,55
"Symbiodinium48743",0,3,5,22,0,0,27,0,11,37,68,32,0,17,0
"Symbiodinium48745",13,0,0,0,0,0,0,0,68,52,0,41,0,4,0
"Symbiodinium48746",68,62,108,261,0,28,20,0,49,32,0,124,20,28,23
"Symbiodinium48749",13,0,26,26,0,0,0,0,20,0,0,16,0,1,36
"Symbiodinium48751",41,3,39,8,0,0,0,0,0,0,111,9,17,17,0
"Symbiodinium48752",33,3,51,0,0,0,0,0,8,0,96,62,0,16,6
"Symbiodinium48755",0,29,40,44,0,151,0,0,66,41,243,39,72,0,0
"Symbiodinium48757",0,2,42,0,118,0,29,0,0,0,0,0,0,0,0
"Symbiodinium48761",18,0,0,0,0,286,0,0,0,0,34,35,0,16,0
"Symbiodinium48762",32,13,0,6,127,1,18,0,1,20,0,6,39,2,48
"Symbiodinium48766",3,42,32,6,0,0,0,0,5,6,71,0,21,2,151
"Symbiodinium48767",22,21,82,33,70,0,10,0,31,26,86,109,268,34,82
"Symbiodinium48770",10,0,20,0,0,0,0,0,0,0,6,10,0,20,20
"Symbiodinium48773",1,0,0,0,0,0,0,0,12,0,32,0,0,0,10
"Symbiodinium48774",0,0,2,14,0,0,36,0,8,6,0,0,0,0,0
"Symbiodinium48775",26,0,81,21,295,0,0,0,0,0,13,0,0,5,135
"Symbiodinium48778",13,0,62,0,0,0,29,0,0,0,61,0,2,0,0
"Symbiodinium48779",8,15,1,14,0,0,0,0,95,44,0,0,0,11,98
"Symbiodinium48784",24,0,0,15,0,0,0,0,0,0,0,0,19,4,0
"Symbiodinium48790",0,0,0,0,24,0,0,0,0,0,0,19,0,5,0
"Symbiodinium48795",73,35,170,39,28,13,0,0,88,179,174,115,17,49,110
"Symbiodinium48797",0,3,13,2,0,0,0,0,0,2,5,46,0,37,0
"Symbiodinium48799",134,152,377,178,153,5,229,0,243,69,384,363,260,112,367
"Symbiodinium48804",14,0,36,16,0,0,18,0,0,0,0,0,89,12,23
"Symbiodinium48805",0,1,0,5,0,0,26,0,0,0,0,13,0,8,0
"Symbiodinium48807",23,16,76,21,0,1,24,0,18,118,0,11,56,27,38
"Symbiodinium48808",11,19,42,24,0,0,100,0,0,0,40,6,11,33,123
"Symbiodinium48809",0,17,0,54,0,0,80,0,0,0,54,0,81,0,0
"Symbiodinium48812",1,0,0,6,0,0,0,0,17,0,0,13,0,0,0
"Symbiodinium48815",1,0,16,15,0,0,0,0,7,0,0,0,11,10,0
"Symbiodinium48817",0,15,84,0,0,0,7,0,37,0,81,45,8,2,48
"Symbiodinium48822",38,16,11,1,0,0,8,0,12,10,31,20,12,16,0
"Symbiodinium48823",8,0,82,7,4,49,37,0,2,3,17,0,42,22,0
"Symbiodinium48824",18,10,68,19,140,0,8,0,11,0,107,51,2,51,85
"Symbiodinium48827",0,11,22,16,0,0,0,0,0,0,0,0,0,2,33
"Symbiodinium48835",88,143,397,213,0,341,153,0,153,87,218,333,90,107,285
"Symbiodinium48837",26,7,32,0,108,0,0,0,25,0,42,64,66,10,38
"Symbiodinium48838",5,1,67,30,46,0,0,0,0,0,21,0,0,8,0
"Symbiodinium48841",15,26,2,23,49,0,26,0,0,0,0,0,54,6,0
"Symbiodinium48842",59,77,89,88,0,0,0,0,43,50,100,24,170,58,71
"Symbiodinium48844",19,5,2,1,0,0,0,0,14,49,0,23,21,34,0
"Symbiodinium48846",26,32,62,0,17,0,5,0,11,0,0,4,44,34,44
"Symbiodinium48848",18,2,0,10,0,0,0,0,44,0,27,28,0,12,0
"Symbiodinium48850",89,82,252,216,1,0,169,0,176,316,195,267,25,91,175
"Symbiodinium48851",18,0,52,9,0,0,0,0,38,0,42,74,16,17,54
"Symbiodinium48854",42,1,43,6,0,0,32,0,54,0,0,0,0,28,63
"Symbiodinium48859",32,13,11,0,0,35,0,0,34,13,0,34,0,5,0
"Symbiodinium48860",0,0,72,1,0,0,1,0,8,46,0,30,80,19,0
"Symbiodinium48862",121,33,0,17,11,0,98,0,112,31,146,127,114,47,147
"Symbiodinium48864",48,43,104,47,709,4,123,0,58,28,148,99,56,75,204
"Symbiodinium48866",47,12,12,21,0,0,0,0,16,3,0,37,1,16,4
"Symbiodinium48869",8,6,5,45,0,0,0,0,11,64,43,21,161,9,2
"Symbiodinium48870",26,10,61,29,0,0,0,0,0,0,35,40,0,5,0
"Symbiodinium48874",48,30,53,7,0,0,5,0,5,26,16,0,25,38,16
"Symbiodinium48875",6,1,48,9,0,0,41,0,62,113,31,53,0,37,17
"Symbiodinium48879",21,10,17,44,0,0,0,0,20,22,28,23,0,4,20
"Symbiodinium48880",0,2,16,0,0,0,0,0,9,60,0,33,6,33,103
"Symbiodinium48882",13,2,0,0,0,0,0,0,0,16,0,29,0,12,65
"Symbiodinium48883",51,0,45,24,0,190,1,0,11,0,57,45,66,14,0
"Symbiodinium48886",32,29,20,40,0,0,0,0,1,0,42,0,54,16,0
"Symbiodinium48891",1,7,13,9,1,0,0,0,79,17,77,45,0,0,51
"Symbiodinium48894",0,0,86,3,0,0,0,0,66,68,0,0,30,19,0
"Symbiodinium48896",9,25,73,19,1,0,0,0,31,20,0,0,12,20,88
"Symbiodinium489",14,25,0,32,180,54,102,0,89,78,0,70,24,37,43
"Symbiodinium48900",0,0,20,59,0,17,10,0,21,0,0,37,1,25,37
"Symbiodinium48901",0,18,0,29,0,0,3,0,29,82,0,22,0,9,2
"Symbiodinium48902",27,0,32,0,0,0,0,0,0,10,24,3,0,11,0
"Symbiodinium48903",0,9,22,2,0,0,53,0,1,46,74,14,66,34,110
"Symbiodinium48905",100,183,297,351,128,10,306,0,143,269,138,366,171,83,273
"Symbiodinium48906",53,3,4,10,1,1,0,0,0,83,74,23,1,27,0
"Symbiodinium48908",18,0,61,57,71,0,11,0,42,0,153,46,0,43,102
"Symbiodinium48914",0,1,0,5,0,0,0,0,12,4,0,52,3,0,0
"Symbiodinium48915",171,409,1317,693,1373,205,1785,0,328,755,799,616,642,268,1207
"Symbiodinium48916",56,31,35,11,2,0,7,0,25,0,0,75,0,34,148
"Symbiodinium48917",40,0,4,13,0,0,0,0,2,8,0,0,8,10,13
"Symbiodinium48926",7,21,0,21,0,0,3,0,20,0,0,0,31,0,15
"Symbiodinium48928",96,60,276,162,201,17,153,0,224,373,213,82,220,110,196
"Symbiodinium48929",49,3,14,34,1,0,0,0,51,0,68,59,53,29,17
"Symbiodinium48930",0,0,3,21,38,0,19,0,8,83,0,9,0,17,0
"Symbiodinium48931",21,2,10,73,0,0,0,0,52,0,92,72,122,3,74
"Symbiodinium48932",29,2,28,11,0,0,0,0,16,43,38,32,5,32,135
"Symbiodinium48936",23,21,15,8,0,0,0,0,0,33,0,3,0,14,35
"Symbiodinium48938",15,11,51,0,1,0,0,0,46,0,34,0,64,8,0
"Symbiodinium48941",10,3,87,16,0,234,89,0,0,0,67,25,25,12,117
